"","Ranking","School Name","Averaged Score (%)"
"127",127,"Ralph R. McKee Career and Technical Education High",82
"128",128,"Rachel Carson High School for Coastal Studies",82
"129",129,"Quest to Learn",82
"130",130,"Queens Vocational and Technical High School",82
"131",131,"Queens School of Inquiry, The",82
"132",132,"Queens Preparatory Academy",82
"133",133,"QUEENS METROPOLITAN HIGH SCHOOL",82
"134",134,"Queens High School of Teaching, Liberal Arts and t",82
"135",135,"Queens High School for the Sciences at York Colleg",82
"136",136,"Queens High School for Language Studies",82
"137",137,"Queens High School for Information, Research, and",82
"138",138,"Queens Gateway to Health Sciences Secondary School",82
"139",139,"Queens Collegiate: A College Board School",82
"140",140,"PROGRESS High School for Professional Careers",82
"141",141,"Professional Performing Arts High School",82
"142",142,"Preparatory Academy for Writers: A College Board S",82
"143",143,"Port Richmond High School",82
"144",144,"Performing Arts and Technology High School",82
"145",145,"Pelham Preparatory Academy",82
"146",146,"Pelham Lab High School",82
"147",147,"Peace and Diversity Academy",82
"148",148,"Pathways in Technology Early College High School (",82
"149",149,"Pathways College Preparatory School: A College Boa",82
"150",150,"Park East High School",82
"151",151,"Pan American International High School at Monroe",82
"152",152,"Pan American International High School",82
"153",153,"Pace High School",82
"154",154,"Pablo Neruda Academy",82
"155",155,"Origins High School",82
"156",156,"NYC iSchool",82
"157",157,"NYC Charter High School for Architecture, Engineer",82
"158",158,"Northside Charter High School",82
"159",159,"Newtown High School",82
"160",160,"Newcomers High School",82
"161",161,"New World High School",82
"162",162,"New Visions Charter High School for the Humanities",82
"163",163,"New Visions Charter High School for Advanced Math",82
"164",164,"New Utrecht High School",82
"165",165,"New Heights Academy Charter School",82
"166",166,"New Explorers High School",82
"167",167,"New Dorp High School",82
"168",168,"New Design High School",82
"169",169,"Nelson Mandela High School",82
"170",170,"N.Y.C. Museum School",82
"171",171,"N.Y.C. Lab School for Collaborative Studies",82
"172",172,"Murry Bergtraum High School for Business Careers",82
"173",173,"Multicultural High School",82
"174",174,"Mott Haven Village Preparatory High School",82
"175",175,"Mott Hall V",82
"176",176,"Mott Hall High School",82
"177",177,"Mott Hall Bronx High School",82
"178",178,"Morris Academy for Collaborative Studies",82
"179",179,"Monroe Academy for Visual Arts & Design",82
"180",180,"Millennium High School",82
"181",181,"Millennium Brooklyn HS",82
"182",182,"Millennium Art Academy",82
"183",183,"Midwood High School",82
"184",184,"Middle College High School at LaGuardia Community",82
"185",185,"Metropolitan High School, The",82
"186",186,"Metropolitan Expeditionary Learning School",82
"187",187,"Medgar Evers College Preparatory School",82
"188",188,"Mathematics, Science Research and Technology Magne",82
"189",189,"Math, Engineering, and Science Academy Charter Hig",82
"190",190,"Maspeth High School",82
"191",191,"Martin Van Buren High School",82
"192",192,"Marta Valle High School",82
"193",193,"Marble Hill High School for International Studies",82
"194",194,"Manhattan Village Academy",82
"195",195,"Manhattan Theatre Lab High School",82
"196",196,"Manhattan International High School",82
"197",197,"Manhattan Early College School for Advertising",82
"198",198,"Manhattan Center for Science and Mathematics",82
"199",199,"MANHATTAN BUSINESS ACADEMY",82
"200",200,"Manhattan Bridges High School",82
"201",201,"MANHATTAN ACADEMY FOR ARTS & LANGUAGE",82
"202",202,"Manhattan / Hunter Science High School",82
"203",203,"M.S. 223 The Laboratory School of Finance and Tech",82
"204",204,"Lyons Community School",82
"205",205,"Lower Manhattan Arts Academy",82
"206",206,"Long Island City High School",82
"207",207,"Life Sciences Secondary School",82
"208",208,"Life Academy High School for Film and Music",82
"209",209,"Leon M. Goldstein High School for the Sciences",82
"210",210,"Legacy School for Integrated Studies",82
"211",211,"Leadership Institute",82
"212",212,"Leadership and Public Service High School",82
"213",213,"Law, Government and Community Service High School",82
"214",214,"Landmark High School",82
"215",215,"Kurt Hahn Expeditionary Learning School",82
"216",216,"Knowledge and Power Preparatory Academy Internatio",82
"217",217,"Kingsbridge International High School",82
"218",218,"Kingsborough Early College School",82
"219",219,"Khalil Gibran International Academy",82
"220",220,"Juan Morel Campos Secondary School",82
"221",221,"Jonathan Levin High School for Media and Communica",82
"222",222,"John W. Lavelle Preparatory Charter School",82
"223",223,"John Dewey High School",82
"224",224,"John Bowne High School",82
"225",225,"John Adams High School",82
"226",226,"Jane Addams High School for Academic Careers",82
"227",227,"James Madison High School",82
"228",228,"Jamaica Gateway to the Sciences",82
"229",229,"Jacqueline Kennedy Onassis High School",82
"230",230,"J.H.S. 157 Stephen A. Halsey",82
"231",231,"It Takes a Village Academy",82
"232",232,"Inwood Early College for Health and Information Te",82
"233",233,"International School for Liberal Arts",82
"234",234,"International Leadership Charter High School",82
"235",235,"International High School for Health Sciences",82
"236",236,"International High School at Union Square",82
"237",237,"International High School at Prospect Heights",82
"238",238,"International High School at LaGuardia Community C",82
"239",239,"International High School at Lafayette",82
"240",240,"International Community High School",82
"241",241,"International Arts Business School",82
"242",242,"In-Tech Academy (M.S. / High School 368)",82
"243",243,"Institute for Health Professions at Cambria Height",82
"244",244,"Institute for Collaborative Education",82
"245",245,"Information Technology High School",82
"246",246,"Humanities & Arts Magnet High School",82
"247",247,"Hudson High School of Learning Technologies",82
"248",248,"Hostos-Lincoln Academy of Science",82
"249",249,"Holcombe L. Rucker School of Community Research",82
"250",250,"Hillside Arts & Letters Academy",82
"251",251,"Hillcrest High School",82
"252",252,"High School of World Cultures",82
"253",253,"High School of Sports Management",82
"254",254,"High School of Language and Innovation",82
"255",255,"High School of Hospitality Management",82
"256",256,"High School of Graphic Communication Arts",82
"257",257,"High School of Economics and Finance",82
"258",258,"High School of Computers and Technology",82
"259",259,"High School of Arts and Technology",82
"260",260,"High School of Applied Communication",82
"261",261,"High School of American Studies at Lehman College",82
"262",262,"High School of  Telecommunication Arts and Technol",82
"263",263,"High School for Youth and Community Development at",82
"264",264,"High School for Violin and Dance",82
"265",265,"High School for Teaching and the Professions",82
"266",266,"High School for Service & Learning at Erasmus",82
"267",267,"High School for Public Service: Heroes  of Tomorro",82
"268",268,"High School for Medical Professions",82
"269",269,"High School for Media and Communications",82
"270",270,"High School for Mathematics, Science and Engineeri",82
"271",271,"High School for Law, Advocacy and Community Justic",82
"272",272,"High School for Law Enforcement and Public Safety",82
"273",273,"High School for Law and Public Service",82
"274",274,"High School for Innovation in Advertising and Medi",82
"275",275,"High School for Health Professions and Human Servi",82
"276",276,"High School for Health Careers and Sciences",82
"277",277,"High School for Environmental Studies",82
"278",278,"High School for Energy and Technology",82
"279",279,"High School for Dual Language and Asian Studies",82
"280",280,"High School for Contemporary Arts",82
"281",281,"High School for Construction Trades, Engineering a",82
"282",282,"High School for Community Leadership",82
"283",283,"High School for Civil Rights",82
"284",284,"High School for Arts, Imagination and Inquiry",82
"285",285,"High School for Arts and Business",82
"286",286,"Heritage School, The",82
"287",287,"Herbert H. Lehman High School",82
"288",288,"Henry Street School for International Studies",82
"289",289,"Health Opportunities High School",82
"290",290,"Harvest Collegiate High School",82
"291",291,"Harry S Truman High School",82
"292",292,"H.E.R.O. High (Health, Education, and Research Occ",82
"293",293,"Grover Cleveland High School",82
"294",294,"Gregorio Luperon High School for Science and Mathe",82
"295",295,"Green School: An Academy for Environmental Careers",82
"296",296,"Gramercy Arts High School",82
"297",297,"Grace Dodge Career and Technical Education High Sc",82
"298",298,"Gotham Professional Arts Academy",82
"299",299,"George Westinghouse Career and Technical Education",82
"300",300,"George Washington Carver High School for the Scien",82
"301",301,"Gaynor McCown Expeditionary Learning School",82
"302",302,"Gateway School for Environmental Research and Tech",82
"303",303,"Frederick Douglass Academy VII High School",82
"304",304,"Frederick Douglass Academy VI High School",82
"305",305,"Frederick Douglass Academy IV Secondary School",82
"306",306,"Frederick Douglass Academy III Secondary School",82
"307",307,"Frederick Douglass Academy II Secondary School",82
"308",308,"Frederick Douglass Academy",82
"309",309,"Franklin Delano Roosevelt High School",82
"310",310,"Frank Sinatra School of the Arts High School",82
"311",311,"FRANK McCOURT HIGH SCHOOL",82
"312",312,"Francis Lewis High School",82
"313",313,"Frances Perkins Academy",82
"314",314,"Foundations Academy",82
"315",315,"Fort Hamilton High School",82
"316",316,"Forest Hills High School",82
"317",317,"Foreign Language Academy of Global Studies",82
"318",318,"Fordham Leadership Academy for Business and Techno",82
"319",319,"Fordham High School for the Arts",82
"320",320,"Food and Finance High School",82
"321",321,"Flushing International High School",82
"322",322,"Flushing High School",82
"323",323,"Fiorello H. LaGuardia High School of Music & Art a",82
"324",324,"Felisa Rincon de Gautier Institute for Law and Pub",82
"325",325,"FDNY High School for Fire and Life Safety",82
"326",326,"Fannie Lou Hamer Freedom High School",82
"327",327,"Facing History School, The",82
"328",328,"Explorations Academy",82
"329",329,"Expeditionary Learning School for Community Leader",82
"330",330,"Eximius College Preparatory Academy: A College Boa",82
"331",331,"Excelsior Preparatory High School",82
"332",332,"Essex Street Academy",82
"333",333,"ESPERANZA PREPARATORY ACADEMY",82
"334",334,"Epic High School - South",82
"335",335,"Epic High School - North",82
"336",336,"Energy Tech High School",82
"337",337,"Eleanor Roosevelt High School",82
"338",338,"El Puente Academy for Peace and Justice",82
"339",339,"Edward R. Murrow High School",82
"340",340,"EBC High School for Public Service - Bushwick",82
"341",341,"East-West School of International Studies",82
"342",342,"East Side Community School",82
"343",343,"East New York Family Academy",82
"344",344,"East Bronx Academy for the Future",82
"345",345,"Eagle Academy for Young Men III",82
"346",346,"Eagle Academy for Young Men II",82
"347",347,"Eagle Academy for Young Men",82
"348",348,"DreamYard Preparatory School",82
"349",349,"Dr. Susan S. McKinney Secondary School of the Arts",82
"350",350,"Dr. Richard Izquierdo Health and Science Charter S",82
"351",351,"Discovery High School",82
"352",352,"DeWitt Clinton High School",82
"353",353,"Democracy Prep Charter School",82
"354",354,"Cypress Hills Collegiate Preparatory School",82
"355",355,"Curtis High School",82
"356",356,"Cultural Academy for the Arts and Sciences",82
"357",357,"CSI High School for International Studies",82
"358",358,"Crotona International High School",82
"359",359,"Comprehensive Model School Project M.S. 327",82
"360",360,"Community School for Social Justice",82
"361",361,"Community Health Academy of the Heights",82
"362",362,"Columbia Secondary School",82
"363",363,"Collegiate Institute for Math and Science",82
"364",364,"Cobble Hill School of American Studies",82
"365",365,"Coalition School for Social Change",82
"366",366,"Claremont International HS",82
"367",367,"Clara Barton High School",82
"368",368,"Civic Leadership Academy",82
"369",369,"City Polytechnic High School of Engineering, Archi",82
"370",370,"City College Academy of the Arts",82
"371",371,"Choir Academy of Harlem",82
"372",372,"Chelsea Career and Technical Education High School",82
"373",373,"Channel View School for Research",82
"374",374,"Central Park East High School",82
"375",375,"Celia Cruz Bronx High School of Music, The",82
"376",376,"Cambria Heights Academy",82
"377",377,"Business, Computer Applications & Entrepreneurship",82
"378",378,"Business Technology Early College High School",82
"379",379,"BUSINESS OF SPORTS SCHOOL",82
"380",380,"Bushwick School for Social Justice",82
"381",381,"Bushwick Leaders High School for Academic Excellen",82
"382",382,"Brooklyn Theatre Arts High School",82
"383",383,"Brooklyn Technical High School",82
"384",384,"Brooklyn Studio Secondary School",82
"385",385,"Brooklyn Secondary School for Collaborative Studie",82
"386",386,"Brooklyn School for Music & Theatre",82
"387",387,"Brooklyn School for Global Studies",82
"388",388,"Brooklyn Preparatory High School",82
"389",389,"Brooklyn Latin School, The",82
"390",390,"Brooklyn Lab School",82
"391",391,"Brooklyn International High School",82
"392",392,"Brooklyn Institute for Liberal Arts",82
"393",393,"Brooklyn High School of the Arts",82
"394",394,"Brooklyn High School for Law and Technology",82
"395",395,"Brooklyn Generation School",82
"396",396,"Brooklyn Community High School of Communication, A",82
"397",397,"Brooklyn Collegiate: A College Board School",82
"398",398,"Brooklyn College Academy",82
"399",399,"Brooklyn Academy of Science and the Environment",82
"400",400,"Bronxdale High School",82
"401",401,"Bronx Theatre High School",82
"402",402,"Bronx Studio School for Writers and Artists",82
"403",403,"Bronx School of Law and Finance",82
"404",404,"Bronx School for Law, Government and Justice",82
"405",405,"Bronx River High School",82
"406",406,"Bronx Preparatory Charter School",82
"407",407,"Bronx Leadership Academy II High School",82
"408",408,"Bronx Leadership Academy High School",82
"409",409,"Bronx Latin",82
"410",410,"Bronx Lab School",82
"411",411,"Bronx International High School",82
"412",412,"Bronx High School of Science",82
"413",413,"Bronx High School of Business",82
"414",414,"Bronx High School for Writing and Communication Ar",82
"415",415,"Bronx High School for the Visual Arts",82
"416",416,"Bronx High School for Medical Science",82
"417",417,"Bronx High School for Law and Community Service",82
"418",418,"Bronx Health Sciences High School",82
"419",419,"Bronx Guild",82
"420",420,"Bronx Envision Academy",82
"421",421,"Bronx Engineering and Technology Academy",82
"422",422,"Bronx Early College Academy for Teaching & Learnin",82
"423",423,"Bronx Design and Construction Academy",82
"424",424,"Bronx Compass High School",82
"425",425,"Bronx Collegiate Academy",82
"426",426,"Bronx Collaborative High School",82
"427",427,"Bronx Center for Science and Mathematics",82
"428",428,"Bronx Career and College Preparatory High School",82
"429",429,"BRONX BRIDGES HIGH SCHOOL",82
"430",430,"Bronx Aerospace High School",82
"431",431,"Bronx Academy of Health Careers",82
"432",432,"Bronx Academy for Software Engineering (BASE)",82
"433",433,"Bread & Roses Integrated Arts High School",82
"434",434,"Boys and Girls High School",82
"435",435,"Benjamin N. Cardozo High School",82
"436",436,"Benjamin Franklin High School for Finance & Inform",82
"437",437,"Benjamin Banneker Academy",82
"438",438,"Belmont Preparatory High School",82
"439",439,"Bedford Academy High School",82
"440",440,"Beacon High School",82
"441",441,"Bayside High School",82
"442",442,"Baruch College Campus High School",82
"443",443,"Bard High School Early College Queens",82
"444",444,"Bard High School Early College",82
"445",445,"Banana Kelly High School",82
"446",446,"Baccalaureate School for Global Education",82
"447",447,"Aviation Career & Technical Education High School",82
"448",448,"Automotive High School",82
"449",449,"August Martin High School",82
"450",450,"Astor Collegiate Academy",82
"451",451,"Arts & Media Preparatory Academy",82
"452",452,"Art and Design High School",82
"453",453,"Archimedes Academy for Math, Science and Technolog",82
"454",454,"Antonia Pantoja Preparatory Academy: A College Boa",82
"455",455,"All City Leadership Secondary School",82
"456",456,"Alfred E. Smith Career and Technical Education Hig",82
"457",457,"ACORN Community High School",82
"458",458,"Academy of Urban Planning",82
"459",459,"Academy of Medical Technology: A College Board Sch",82
"460",460,"Academy of Innovative Technology",82
"461",461,"Academy of Hospitality and Tourism",82
"462",462,"Academy of Finance and  Enterprise",82
"463",463,"Academy of American Studies",82
"464",464,"Academy for Young Writers",82
"465",465,"Academy for Software Engineering",82
"466",466,"Academy for Social Action: A College Board School",82
"467",467,"Academy for Scholarship and Entrepreneurship: A Co",82
"468",468,"Academy for Language and Technology",82
"469",469,"Academy for Health Careers",82
"470",470,"Academy for Environmental Leadership",82
"471",471,"Academy for Conservation and the Environment",82
"472",472,"Academy for College Preparation and Career Explora",82
"473",473,"Academy for Careers in Television and Film",82
"474",474,"Abraham Lincoln High School",82
"475",475,"A. Philip Randolph Campus High School",82
"476",476,"47 The American Sign Language and English Secondar",82
"477",477,"KIPP STAR College Prep Charter School",81
"478",478,"KIPP Infinity Charter School",81
"479",479,"KIPP AMP Charter School",81
"480",480,"KIPP Academy Charter School",81
"481",481,"Harlem Village Academy Leadership Charter School",81
"482",482,"Harlem Village Academy Charter School",81
"483",483,"Excellence Boys Charter School",81
"484",484,"Achievement First Endeavor Charter School",81
"485",485,"Achievement First East New York Charter School",81
"486",486,"Achievement First Crown Heights Charter School",81
"487",487,"Achievement First Bushwick Charter School",81
