"","Ranking","School Name","Averaged Score (%)"
"107",107,"Brooklyn Institute for Liberal Arts",81
"108",108,"Bronx High School for Medical Science",81
"109",109,"Bronx Academy for Software Engineering (BASE)",81
"110",110,"Boys and Girls High School",81
"111",111,"Academy for Social Action: A College Board School",81
"112",112,"The Brooklyn Academy of Global Finance",80.5
"113",113,"Institute for Health Professions at Cambria Height",80.5
"114",114,"DreamYard Preparatory School",80.5
"115",115,"Academy for Software Engineering",80.5
"116",116,"John W. Lavelle Preparatory Charter School",80.3333333333333
"117",117,"Columbia Secondary School",80.3333333333333
"118",118,"Bronx Collegiate Academy",80.3333333333333
"119",119,"Williamsburg Preparatory School",80
"120",120,"Urban Assembly Maker Academy",80
"121",121,"Urban Action Academy",80
"122",122,"University Neighborhood High School",80
"123",123,"The Michael J. Petrides School",80
"124",124,"School for Tourism and Hospitality",80
"125",125,"School for Human Rights, The",80
"126",126,"Quest to Learn",80
"127",127,"Queens High School for Information, Research, and",80
"128",128,"Mott Haven Village Preparatory High School",80
"129",129,"Metropolitan Expeditionary Learning School",80
"130",130,"Manhattan Village Academy",80
"131",131,"High School of World Cultures",80
"132",132,"Harvest Collegiate High School",80
"133",133,"FRANK McCOURT HIGH SCHOOL",80
"134",134,"Felisa Rincon de Gautier Institute for Law and Pub",80
"135",135,"Brooklyn Community High School of Communication, A",80
"136",136,"Bronx School of Law and Finance",80
"137",137,"Bronx International High School",80
"138",138,"Bronx Career and College Preparatory High School",80
"139",139,"Washington Heights Expeditionary Learning School",79
"140",140,"Urban Assembly School of Design and Construction,",79
"141",141,"Urban Assembly New York Harbor School",79
"142",142,"The School for Classics: An Academy of Thinkers, W",79
"143",143,"Scholars' Academy",79
"144",144,"Park Slope Collegiate",79
"145",145,"Origins High School",79
"146",146,"Math, Engineering, and Science Academy Charter Hig",79
"147",147,"Manhattan Early College School for Advertising",79
"148",148,"Manhattan Bridges High School",79
"149",149,"Inwood Early College for Health and Information Te",79
"150",150,"High School of Sports Management",79
"151",151,"High School for Media and Communications",79
"152",152,"Essex Street Academy",79
"153",153,"Dr. Susan S. McKinney Secondary School of the Arts",79
"154",154,"Business, Computer Applications & Entrepreneurship",79
"155",155,"Science Skills Center High School for Science, Tec",78.5
"156",156,"Leadership Institute",78.5
"157",157,"High School for Innovation in Advertising and Medi",78.5
"158",158,"High School for Arts and Business",78.5
"159",159,"Harlem Village Academy Leadership Charter School",78.5
"160",160,"Comprehensive Model School Project M.S. 327",78.5
"161",161,"Williamsburg High School for Architecture and Desi",78
"162",162,"Westchester Square Academy",78
"163",163,"Washington Irving High School",78
"164",164,"Urban Assembly School for Wildlife Conservation",78
"165",165,"The Urban Assembly School for Law and Justice",78
"166",166,"The Urban Assembly School for Collaborative Health",78
"167",167,"The College Academy",78
"168",168,"Performing Arts and Technology High School",78
"169",169,"Peace and Diversity Academy",78
"170",170,"Pablo Neruda Academy",78
"171",171,"New Heights Academy Charter School",78
"172",172,"Millennium Brooklyn HS",78
"173",173,"MANHATTAN ACADEMY FOR ARTS & LANGUAGE",78
"174",174,"Landmark High School",78
"175",175,"High School of American Studies at Lehman College",78
"176",176,"High School for Service & Learning at Erasmus",78
"177",177,"Green School: An Academy for Environmental Careers",78
"178",178,"Frederick Douglass Academy",78
"179",179,"Facing History School, The",78
"180",180,"BUSINESS OF SPORTS SCHOOL",78
"181",181,"Bushwick School for Social Justice",78
"182",182,"Brooklyn International High School",78
"183",183,"Bronx Preparatory Charter School",78
"184",184,"Bronx Guild",78
"185",185,"Academy of Innovative Technology",78
"186",186,"Vanguard High School",77.5
"187",187,"Community Health Academy of the Heights",77.5
"188",188,"York Early College Academy",77
"189",189,"World View High School",77
"190",190,"World Journalism Preparatory: A College Board Scho",77
"191",191,"William E. Grady Career and Technical Education Hi",77
"192",192,"Urban Assembly School for Applied Math and Science",77
"193",193,"Urban Assembly Gateway School for Technology",77
"194",194,"The Urban Assembly School for Emergency Management",77
"195",195,"The Opportunity Charter School",77
"196",196,"Talent Unlimited High School",77
"197",197,"Rockaway Park High School for Environmental Sustai",77
"198",198,"Pelham Lab High School",77
"199",199,"NYC iSchool",77
"200",200,"New Explorers High School",77
"201",201,"Manhattan International High School",77
"202",202,"Kingsbridge International High School",77
"203",203,"Juan Morel Campos Secondary School",77
"204",204,"Hostos-Lincoln Academy of Science",77
"205",205,"High School for Public Service: Heroes  of Tomorro",77
"206",206,"Foundations Academy",77
"207",207,"ESPERANZA PREPARATORY ACADEMY",77
"208",208,"Channel View School for Research",77
"209",209,"Celia Cruz Bronx High School of Music, The",77
"210",210,"Brooklyn School for Music & Theatre",77
"211",211,"Bronx Lighthouse Charter School",77
"212",212,"Bronx Lab School",77
"213",213,"Bronx Design and Construction Academy",77
"214",214,"Academy for Language and Technology",77
"215",215,"Wadleigh Secondary School for the Performing & Vis",76.5
"216",216,"Theatre Arts Production Company School",76.5
"217",217,"W. H. Maxwell Career and Technical Education High",76.3333333333333
"218",218,"Crotona International High School",76.3333333333333
"219",219,"Bronx River High School",76.3333333333333
"220",220,"Schuylerville Preparatory High School",76
"221",221,"Nelson Mandela High School",76
"222",222,"Mott Hall Bronx High School",76
"223",223,"Millennium Art Academy",76
"224",224,"Knowledge and Power Preparatory Academy Internatio",76
"225",225,"High School for Construction Trades, Engineering a",76
"226",226,"Heritage School, The",76
"227",227,"Henry Street School for International Studies",76
"228",228,"George Washington Carver High School for the Scien",76
"229",229,"Excelsior Preparatory High School",76
"230",230,"City Polytechnic High School of Engineering, Archi",76
"231",231,"Cambria Heights Academy",76
"232",232,"Brooklyn Preparatory High School",76
"233",233,"Brooklyn Collegiate: A College Board School",76
"234",234,"Brooklyn Academy of Science and the Environment",76
"235",235,"Bronxdale High School",76
"236",236,"Bronx High School for Writing and Communication Ar",76
"237",237,"Academy of Finance and  Enterprise",76
"238",238,"A. Philip Randolph Campus High School",76
"239",239,"World Academy for Total Community Health High Scho",75
"240",240,"Williamsburg Charter High School",75
"241",241,"The Urban Assembly Bronx Academy of Letters",75
"242",242,"Stephen T. Mather Building Arts & Craftsmanship Hi",75
"243",243,"School of the Future High School",75
"244",244,"Riverdale / Kingsbridge Academy (Middle School / H",75
"245",245,"Professional Performing Arts High School",75
"246",246,"Port Richmond High School",75
"247",247,"Pathways in Technology Early College High School (",75
"248",248,"Pathways College Preparatory School: A College Boa",75
"249",249,"M.S. 223 The Laboratory School of Finance and Tech",75
"250",250,"Lower Manhattan Arts Academy",75
"251",251,"Leadership and Public Service High School",75
"252",252,"Hudson High School of Learning Technologies",75
"253",253,"High School of Applied Communication",75
"254",254,"High School of  Telecommunication Arts and Technol",75
"255",255,"High School for Mathematics, Science and Engineeri",75
"256",256,"High School for Energy and Technology",75
"257",257,"High School for Civil Rights",75
"258",258,"Frank Sinatra School of the Arts High School",75
"259",259,"Fordham Leadership Academy for Business and Techno",75
"260",260,"Flushing International High School",75
"261",261,"Epic High School - South",75
"262",262,"Eleanor Roosevelt High School",75
"263",263,"East Bronx Academy for the Future",75
"264",264,"Cobble Hill School of American Studies",75
"265",265,"Coalition School for Social Change",75
"266",266,"Central Park East High School",75
"267",267,"Brooklyn Generation School",75
"268",268,"Bronx Studio School for Writers and Artists",75
"269",269,"Bronx Leadership Academy II High School",75
"270",270,"Bronx Early College Academy for Teaching & Learnin",75
"271",271,"Bronx Compass High School",75
"272",272,"Bronx Center for Science and Mathematics",75
"273",273,"Beacon High School",75
"274",274,"Bard High School Early College",75
"275",275,"Automotive High School",75
"276",276,"Academy for Young Writers",75
"277",277,"Academy for Environmental Leadership",75
"278",278,"Marble Hill High School for International Studies",74.5
"279",279,"Frederick Douglass Academy II Secondary School",74.5
"280",280,"Young Women's Leadership School, Astoria",74
"281",281,"West Bronx Academy for the Future",74
"282",282,"Thurgood Marshall Academy for Learning and Social",74
"283",283,"The Marie Curie School for Medicine, Nursing, and",74
"284",284,"The Bronxwood Preparatory Academy",74
"285",285,"Sunset Park High School",74
"286",286,"South Bronx Preparatory: A College Board School",74
"287",287,"School for Excellence",74
"288",288,"Rachel Carson High School for Coastal Studies",74
"289",289,"Queens High School of Teaching, Liberal Arts and t",74
"290",290,"Queens High School for Language Studies",74
"291",291,"Newcomers High School",74
"292",292,"Mott Hall V",74
"293",293,"Morris Academy for Collaborative Studies",74
"294",294,"Metropolitan High School, The",74
"295",295,"Jacqueline Kennedy Onassis High School",74
"296",296,"Holcombe L. Rucker School of Community Research",74
"297",297,"Hillside Arts & Letters Academy",74
"298",298,"High School for Violin and Dance",74
"299",299,"High School for Medical Professions",74
"300",300,"High School for Arts, Imagination and Inquiry",74
"301",301,"Explorations Academy",74
"302",302,"Expeditionary Learning School for Community Leader",74
"303",303,"Epic High School - North",74
"304",304,"El Puente Academy for Peace and Justice",74
"305",305,"EBC High School for Public Service - Bushwick",74
"306",306,"East-West School of International Studies",74
"307",307,"Cultural Academy for the Arts and Sciences",74
"308",308,"Chelsea Career and Technical Education High School",74
"309",309,"Brooklyn College Academy",74
"310",310,"Bard High School Early College Queens",74
"311",311,"Arts & Media Preparatory Academy",74
"312",312,"Antonia Pantoja Preparatory Academy: A College Boa",74
"313",313,"Alfred E. Smith Career and Technical Education Hig",74
"314",314,"ACORN Community High School",74
"315",315,"Academy for Scholarship and Entrepreneurship: A Co",74
"316",316,"Young Women's Leadership School, Queens",73.5
"317",317,"The Equality Charter School",73.5
"318",318,"Gaynor McCown Expeditionary Learning School",73.5
"319",319,"Academy of Urban Planning",73.5
"320",320,"Academy of American Studies",73.5
"321",321,"Academy for Health Careers",73.5
"322",322,"Victory Collegiate High School",73
"323",323,"Urban Assembly School for Media Studies, The",73
"324",324,"Urban Assembly School for Criminal Justice",73
"325",325,"Urban Assembly Institute of Math and Science for Y",73
"326",326,"The Metropolitan Soundview High School",73
"327",327,"THE CINEMA SCHOOL",73
"328",328,"Teachers Preparatory High School",73
"329",329,"Robert F. Kennedy Community High School",73
"330",330,"Repertory Company High School for Theatre Arts",73
"331",331,"Renaissance Charter High School for Innovation",73
"332",332,"Queens School of Inquiry, The",73
"333",333,"QUEENS METROPOLITAN HIGH SCHOOL",73
"334",334,"Park East High School",73
"335",335,"NYC Charter High School for Architecture, Engineer",73
"336",336,"New World High School",73
"337",337,"Humanities & Arts Magnet High School",73
"338",338,"High School of Hospitality Management",73
"339",339,"George Westinghouse Career and Technical Education",73
"340",340,"Civic Leadership Academy",73
"341",341,"Brooklyn Theatre Arts High School",73
"342",342,"Bronx Leadership Academy High School",73
"343",343,"Bronx High School for Law and Community Service",73
"344",344,"Bronx Envision Academy",73
"345",345,"Academy of Medical Technology: A College Board Sch",73
"346",346,"47 The American Sign Language and English Secondar",73
"347",347,"Young Women's Leadership School",72
"348",348,"Validus Preparatory Academy: An Expeditionary Lear",72
"349",349,"Urban Assembly School for the Performing Arts",72
"350",350,"Urban Assembly School for Careers in Sports",72
"351",351,"Urban Assembly Academy of Government and Law, The",72
"352",352,"The Urban Assembly School for Green Careers",72
"353",353,"School for Democracy and  Leadership",72
"354",354,"Rockaway Collegiate High School",72
"355",355,"Queens Collegiate: A College Board School",72
"356",356,"Monroe Academy for Visual Arts & Design",72
"357",357,"Middle College High School at LaGuardia Community",72
"358",358,"Martin Van Buren High School",72
"359",359,"John Adams High School",72
"360",360,"J.H.S. 157 Stephen A. Halsey",72
"361",361,"Information Technology High School",72
"362",362,"High School of Computers and Technology",72
"363",363,"High School for Law, Advocacy and Community Justic",72
"364",364,"Grace Dodge Career and Technical Education High Sc",72
"365",365,"Bronx High School of Business",72
"366",366,"Bronx Health Sciences High School",72
"367",367,"BRONX BRIDGES HIGH SCHOOL",72
"368",368,"Bronx Academy of Health Careers",72
"369",369,"Benjamin Banneker Academy",72
"370",370,"Veritas Academy",71
"371",371,"University Prep Charter High School",71
"372",372,"Townsend Harris High School",71
"373",373,"The High School of Fashion Industries",71
"374",374,"Secondary School for Journalism",71
"375",375,"School for Legal Studies",71
"376",376,"School for International Studies",71
"377",377,"Robert H. Goddard High School of Communication Art",71
"378",378,"Richard R. Green High School of Teaching",71
"379",379,"Queens Vocational and Technical High School",71
"380",380,"Pace High School",71
"381",381,"Millennium High School",71
"382",382,"Kingsborough Early College School",71
"383",383,"International High School at Lafayette",71
"384",384,"In-Tech Academy (M.S. / High School 368)",71
"385",385,"Frederick Douglass Academy VII High School",71
"386",386,"East New York Family Academy",71
"387",387,"City College Academy of the Arts",71
"388",388,"Brooklyn Lab School",71
"389",389,"Bronx School for Law, Government and Justice",71
"390",390,"Astor Collegiate Academy",71
"391",391,"Archimedes Academy for Math, Science and Technolog",71
"392",392,"Wings Academy",70
"393",393,"Urban Assembly School of Business for Young Women,",70
"394",394,"Stuyvesant High School",70
"395",395,"Newtown High School",70
"396",396,"New Visions Charter High School for Advanced Math",70
"397",397,"New Dorp High School",70
"398",398,"New Design High School",70
"399",399,"Mathematics, Science Research and Technology Magne",70
"400",400,"Maspeth High School",70
"401",401,"Marta Valle High School",70
"402",402,"MANHATTAN BUSINESS ACADEMY",70
"403",403,"James Madison High School",70
"404",404,"Jamaica Gateway to the Sciences",70
"405",405,"Herbert H. Lehman High School",70
"406",406,"Harry S Truman High School",70
"407",407,"Frederick Douglass Academy VI High School",70
"408",408,"Edward R. Murrow High School",70
"409",409,"Clara Barton High School",70
"410",410,"Brooklyn Latin School, The",70
"411",411,"Bronx Engineering and Technology Academy",70
"412",412,"Baruch College Campus High School",70
"413",413,"Banana Kelly High School",70
"414",414,"Baccalaureate School for Global Education",70
"415",415,"Aviation Career & Technical Education High School",70
"416",416,"Academy for College Preparation and Career Explora",70
"417",417,"Union Square Academy for Health Sciences",69
"418",418,"Transit Tech Career and Technical Education High S",69
"419",419,"Sheepshead Bay High School",69
"420",420,"Queens High School for the Sciences at York Colleg",69
"421",421,"Pelham Preparatory Academy",69
"422",422,"International Leadership Charter High School",69
"423",423,"High School of Arts and Technology",69
"424",424,"High School for Health Professions and Human Servi",69
"425",425,"Foreign Language Academy of Global Studies",69
"426",426,"Collegiate Institute for Math and Science",69
"427",427,"Brooklyn School for Global Studies",69
"428",428,"Brooklyn High School of the Arts",69
"429",429,"Bronx High School for the Visual Arts",69
"430",430,"August Martin High School",69
"431",431,"Urban Assembly High School of Music and Art",68
"432",432,"Staten Island Technical High School",68
"433",433,"Robert F. Wagner, Jr. Secondary School for Arts an",68
"434",434,"Renaissance High School for Musical Theater & Tech",68
"435",435,"Queens Preparatory Academy",68
"436",436,"Murry Bergtraum High School for Business Careers",68
"437",437,"Manhattan / Hunter Science High School",68
"438",438,"High School of Economics and Finance",68
"439",439,"High School for Environmental Studies",68
"440",440,"Grover Cleveland High School",68
"441",441,"Bronx High School of Science",68
"442",442,"Tottenville High School",67
"443",443,"THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",67
"444",444,"The High School for Enterprise, Business and Techn",67
"445",445,"Francis Lewis High School",67
"446",446,"Fordham High School for the Arts",67
"447",447,"Fiorello H. LaGuardia High School of Music & Art a",67
"448",448,"Cypress Hills Collegiate Preparatory School",67
"449",449,"Brooklyn Studio Secondary School",67
"450",450,"Belmont Preparatory High School",67
"451",451,"Academy of Hospitality and Tourism",67
"452",452,"Abraham Lincoln High School",67
"453",453,"Women's Academy of Excellence",66
"454",454,"Susan E. Wagner High School",66
"455",455,"Richmond Hill High School",66
"456",456,"Queens Gateway to Health Sciences Secondary School",66
"457",457,"Northside Charter High School",66
"458",458,"John Bowne High School",66
"459",459,"High School for Law Enforcement and Public Safety",66
"460",460,"Curtis High School",66
"461",461,"Benjamin N. Cardozo High School",66
"462",462,"Bayside High School",66
"463",463,"Art and Design High School",66
"464",464,"Ralph R. McKee Career and Technical Education High",65
"465",465,"New Utrecht High School",65
"466",466,"Midwood High School",65
"467",467,"Manhattan Center for Science and Mathematics",65
"468",468,"Long Island City High School",65
"469",469,"Life Sciences Secondary School",65
"470",470,"Leon M. Goldstein High School for the Sciences",65
"471",471,"John Dewey High School",65
"472",472,"Gramercy Arts High School",65
"473",473,"Franklin Delano Roosevelt High School",65
"474",474,"Forest Hills High School",65
"475",475,"Thomas A. Edison Career and Technical Education Hi",64
"476",476,"N.Y.C. Museum School",64
"477",477,"High School of Graphic Communication Arts",64
"478",478,"High School for Dual Language and Asian Studies",64
"479",479,"High School for Contemporary Arts",64
"480",480,"Fort Hamilton High School",64
"481",481,"Brooklyn High School for Law and Technology",64
"482",482,"Bronx Aerospace High School",64
"483",483,"William Cullen Bryant High School",63
"484",484,"Food and Finance High School",63
"485",485,"DeWitt Clinton High School",63
"486",486,"Flushing High School",61
"487",487,"Brooklyn Technical High School",61
