ID,School Name,Race,Number
11X265,Bronx Lab School,Hispanic,256
11X270,Academy for Scholarship and Entrepreneurship: A Co,Hispanic,113
11X275,High School of Computers and Technology,Hispanic,329
11X288,Collegiate Institute for Math and Science,Hispanic,299
11X290,Bronx Academy of Health Careers,Hispanic,220
11X299,Astor Collegiate Academy,Hispanic,228
11X418,Bronx High School for the Visual Arts,Hispanic,297
11X455,Harry S Truman High School,Hispanic,879
11X508,Bronxdale High School,Hispanic,244
11X509,High School of Language and Innovation,Hispanic,204
11X513,New World High School,Hispanic,270
11X514,The Bronxwood Preparatory Academy,Hispanic,122
11X542,Pelham Preparatory Academy,Hispanic,239
11X544,High School for Contemporary Arts,Hispanic,292
11X545,Bronx Aerospace High School,Hispanic,278
12X242,Mott Hall V,Hispanic,472
12X248,"Metropolitan High School, The",Hispanic,244
12X251,Explorations Academy,Hispanic,250
12X267,Bronx Latin,Hispanic,421
12X271,East Bronx Academy for the Future,Hispanic,439
12X278,Peace and Diversity Academy,Hispanic,89
12X372,Urban Assembly School for Wildlife Conservation,Hispanic,396
12X388,Pan American International High School at Monroe,Hispanic,428
12X478,THE CINEMA SCHOOL,Hispanic,236
12X479,Bronx Career and College Preparatory High School,Hispanic,189
12X511,Bronx Envision Academy,Hispanic,214
12X521,The Metropolitan Soundview High School,Hispanic,280
12X550,High School of World Cultures,Hispanic,329
12X682,Fannie Lou Hamer Freedom High School,Hispanic,331
12X684,Wings Academy,Hispanic,190
12X692,Monroe Academy for Visual Arts & Design,Hispanic,349
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Hispanic,96
13K350,Urban Assembly High School of Music and Art,Hispanic,80
13K412,"Brooklyn Community High School of Communication, A",Hispanic,72
13K419,"Science Skills Center High School for Science, Tec",Hispanic,97
13K430,Brooklyn Technical High School,Hispanic,414
13K439,Brooklyn International High School,Hispanic,92
13K483,The Urban Assembly School for Law and Justice,Hispanic,98
13K499,ACORN Community High School,Hispanic,65
13K527,Urban Assembly Institute of Math and Science for Y,Hispanic,70
13K595,Bedford Academy High School,Hispanic,28
13K605,George Westinghouse Career and Technical Education,Hispanic,125
13K670,Benjamin Banneker Academy,Hispanic,79
13K674,"City Polytechnic High School of Engineering, Archi",Hispanic,90
14K071,Juan Morel Campos Secondary School,Hispanic,572
14K322,Foundations Academy,Hispanic,33
14K449,"Brooklyn Latin School, The",Hispanic,98
14K454,Green School: An Academy for Environmental Careers,Hispanic,163
14K474,PROGRESS High School for Professional Careers,Hispanic,687
14K477,School for Legal Studies,Hispanic,299
14K478,"The High School for Enterprise, Business and Techn",Hispanic,570
14K488,Brooklyn Preparatory High School,Hispanic,199
14K558,Williamsburg High School for Architecture and Desi,Hispanic,357
14K561,Williamsburg Preparatory School,Hispanic,475
14K586,Lyons Community School,Hispanic,290
14K610,Automotive High School,Hispanic,146
14K614,Young Women's Leadership School of Brooklyn,Hispanic,108
14K632,Frances Perkins Academy,Hispanic,46
14K685,El Puente Academy for Peace and Justice,Hispanic,209
15K429,Brooklyn School for Global Studies,Hispanic,89
15K448,Brooklyn Secondary School for Collaborative Studie,Hispanic,310
15K462,Secondary School for Law,Hispanic,91
15K463,Secondary School for Journalism,Hispanic,107
15K464,Park Slope Collegiate,Hispanic,154
15K497,School for International Studies,Hispanic,169
15K519,Cobble Hill School of American Studies,Hispanic,149
15K592,Khalil Gibran International Academy,Hispanic,11
15K656,Brooklyn High School of the Arts,Hispanic,196
15K667,Sunset Park High School,Hispanic,1030
15K684,Millennium Brooklyn HS,Hispanic,154
16K393,Frederick Douglass Academy IV Secondary School,Hispanic,13
16K455,Boys and Girls High School,Hispanic,56
16K498,Brooklyn High School for Law and Technology,Hispanic,142
16K594,Gotham Professional Arts Academy,Hispanic,33
16K688,The Brooklyn Academy of Global Finance,Hispanic,31
16K765,Nelson Mandela High School,Hispanic,13
17K122,Pathways in Technology Early College High School (,Hispanic,40
17K382,Academy for College Preparation and Career Explora,Hispanic,62
17K408,Academy of Hospitality and Tourism,Hispanic,29
17K524,International High School at Prospect Heights,Hispanic,161
17K528,The High School for Global Citizenship,Hispanic,32
17K531,"School for Human Rights, The",Hispanic,28
17K533,School for Democracy and  Leadership,Hispanic,24
17K537,High School for Youth and Community Development at,Hispanic,34
17K539,High School for Service & Learning at Erasmus,Hispanic,47
17K543,"Science, Technology and Research Early College Hig",Hispanic,33
17K544,International Arts Business School,Hispanic,2
17K546,High School for Public Service: Heroes  of Tomorro,Hispanic,79
17K547,Brooklyn Academy of Science and the Environment,Hispanic,57
17K548,Brooklyn School for Music & Theatre,Hispanic,61
17K590,Medgar Evers College Preparatory School,Hispanic,42
17K600,Clara Barton High School,Hispanic,85
17K745,Brooklyn Institute for Liberal Arts,Hispanic,8
17K751,Academy for Health Careers,Hispanic,33
18K563,It Takes a Village Academy,Hispanic,32
18K566,Brooklyn Generation School,Hispanic,25
18K567,Brooklyn Theatre Arts High School,Hispanic,52
18K569,Kurt Hahn Expeditionary Learning School,Hispanic,23
18K576,Victory Collegiate High School,Hispanic,21
18K589,Arts & Media Preparatory Academy,Hispanic,35
18K617,High School for Innovation in Advertising and Medi,Hispanic,29
18K629,Cultural Academy for the Arts and Sciences,Hispanic,30
18K633,High School for Medical Professions,Hispanic,57
18K637,Academy for Conservation and the Environment,Hispanic,30
18K642,Urban Action Academy,Hispanic,38
19K404,Academy for Young Writers,Hispanic,120
19K409,East New York Family Academy,Hispanic,141
19K502,FDNY High School for Fire and Life Safety,Hispanic,79
19K504,High School for Civil Rights,Hispanic,73
19K507,Performing Arts and Technology High School,Hispanic,74
19K510,World Academy for Total Community Health High Scho,Hispanic,54
19K583,Multicultural High School,Hispanic,228
19K615,Transit Tech Career and Technical Education High S,Hispanic,297
19K618,Academy of Innovative Technology,Hispanic,188
19K639,Brooklyn Lab School,Hispanic,190
19K659,Cypress Hills Collegiate Preparatory School,Hispanic,235
19K660,W. H. Maxwell Career and Technical Education High,Hispanic,142
19K683,"The School for Classics: An Academy of Thinkers, W",Hispanic,80
19K764,The Urban Assembly School for Collaborative Health,Hispanic,20
20K445,New Utrecht High School,Hispanic,1009
20K485,High School of  Telecommunication Arts and Technol,Hispanic,754
20K490,Fort Hamilton High School,Hispanic,1277
20K505,Franklin Delano Roosevelt High School,Hispanic,943
20K609,Urban Assembly School for Criminal Justice,Hispanic,101
21K337,International High School at Lafayette,Hispanic,86
21K344,Rachel Carson High School for Coastal Studies,Hispanic,125
21K348,High School of Sports Management,Hispanic,49
21K410,Abraham Lincoln High School,Hispanic,555
21K468,Kingsborough Early College School,Hispanic,137
21K525,Edward R. Murrow High School,Hispanic,861
21K540,John Dewey High School,Hispanic,415
21K559,Life Academy High School for Film and Music,Hispanic,72
21K572,Expeditionary Learning School for Community Leader,Hispanic,114
21K620,William E. Grady Career and Technical Education Hi,Hispanic,111
21K690,Brooklyn Studio Secondary School,Hispanic,225
22K405,Midwood High School,Hispanic,473
22K425,James Madison High School,Hispanic,516
22K495,Sheepshead Bay High School,Hispanic,108
22K535,Leon M. Goldstein High School for the Sciences,Hispanic,115
22K555,Brooklyn College Academy,Hispanic,55
22K611,Origins High School,Hispanic,46
23K493,Brooklyn Collegiate: A College Board School,Hispanic,34
23K514,Frederick Douglass Academy VII High School,Hispanic,36
23K644,Eagle Academy for Young Men II,Hispanic,69
23K697,Teachers Preparatory High School,Hispanic,61
24Q236,International High School for Health Sciences,Hispanic,101
24Q264,Academy of Finance and  Enterprise,Hispanic,248
24Q267,High School of Applied Communication,Hispanic,229
24Q293,Civic Leadership Academy,Hispanic,344
24Q296,Pan American International High School,Hispanic,377
24Q299,Bard High School Early College Queens,Hispanic,106
24Q455,Newtown High School,Hispanic,1179
24Q485,Grover Cleveland High School,Hispanic,1201
24Q520,Middle College High School at LaGuardia Community,Hispanic,409
24Q530,International High School at LaGuardia Community C,Hispanic,229
24Q550,High School for Arts and Business,Hispanic,672
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Hispanic,392
24Q585,Maspeth High School,Hispanic,434
24Q600,Queens Vocational and Technical High School,Hispanic,1159
24Q610,Aviation Career & Technical Education High School,Hispanic,1062
25Q240,Veritas Academy,Hispanic,144
25Q241,Queens High School for Language Studies,Hispanic,49
25Q252,"Queens School of Inquiry, The",Hispanic,121
25Q263,Flushing International High School,Hispanic,168
25Q281,East-West School of International Studies,Hispanic,122
25Q285,World Journalism Preparatory: A College Board Scho,Hispanic,138
25Q425,John Bowne High School,Hispanic,1687
25Q460,Flushing High School,Hispanic,1117
25Q525,Townsend Harris High School,Hispanic,131
25Q670,Robert F. Kennedy Community High School,Hispanic,249
26Q315,Business Technology Early College High School,Hispanic,32
26Q415,Benjamin N. Cardozo High School,Hispanic,680
26Q430,Francis Lewis High School,Hispanic,964
26Q435,Martin Van Buren High School,Hispanic,226
26Q495,Bayside High School,Hispanic,931
26Q566,"Queens High School of Teaching, Liberal Arts and t",Hispanic,196
27Q260,Frederick Douglass Academy VI High School,Hispanic,155
27Q262,Channel View School for Research,Hispanic,199
27Q302,"Queens High School for Information, Research, and",Hispanic,166
27Q308,Robert H. Goddard High School of Communication Art,Hispanic,251
27Q309,Academy of Medical Technology: A College Board Sch,Hispanic,240
27Q314,Epic High School - South,Hispanic,23
27Q323,Scholars' Academy,Hispanic,255
27Q324,Rockaway Park High School for Environmental Sustai,Hispanic,111
27Q334,Epic High School - North,Hispanic,35
27Q351,Rockaway Collegiate High School,Hispanic,133
27Q400,August Martin High School,Hispanic,88
27Q475,Richmond Hill High School,Hispanic,1048
27Q480,John Adams High School,Hispanic,998
27Q650,"High School for Construction Trades, Engineering a",Hispanic,341
28Q157,J.H.S. 157 Stephen A. Halsey,Hispanic,440
28Q167,Metropolitan Expeditionary Learning School,Hispanic,269
28Q284,York Early College Academy,Hispanic,63
28Q310,Queens Collegiate: A College Board School,Hispanic,106
28Q325,Hillside Arts & Letters Academy,Hispanic,113
28Q328,High School for Community Leadership,Hispanic,111
28Q350,Jamaica Gateway to the Sciences,Hispanic,56
28Q440,Forest Hills High School,Hispanic,1298
28Q505,Hillcrest High School,Hispanic,946
28Q620,Thomas A. Edison Career and Technical Education Hi,Hispanic,470
28Q680,Queens Gateway to Health Sciences Secondary School,Hispanic,111
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Hispanic,485
28Q687,Queens High School for the Sciences at York Colleg,Hispanic,45
28Q690,High School for Law Enforcement and Public Safety,Hispanic,114
28Q896,"Young Women's Leadership School, Queens",Hispanic,110
29Q243,Institute for Health Professions at Cambria Height,Hispanic,25
29Q248,Queens Preparatory Academy,Hispanic,45
29Q259,Pathways College Preparatory School: A College Boa,Hispanic,34
29Q265,Excelsior Preparatory High School,Hispanic,45
29Q272,George Washington Carver High School for the Scien,Hispanic,58
29Q283,Preparatory Academy for Writers: A College Board S,Hispanic,46
29Q313,Benjamin Franklin High School for Finance & Inform,Hispanic,14
29Q326,Cambria Heights Academy,Hispanic,34
29Q327,Eagle Academy for Young Men III,Hispanic,23
29Q492,"Mathematics, Science Research and Technology Magne",Hispanic,51
29Q494,"Law, Government and Community Service High School",Hispanic,17
29Q496,"Business, Computer Applications & Entrepreneurship",Hispanic,11
29Q498,Humanities & Arts Magnet High School,Hispanic,62
30Q258,Energy Tech High School,Hispanic,97
30Q286,"Young Women's Leadership School, Astoria",Hispanic,217
30Q301,Academy for Careers in Television and Film,Hispanic,279
30Q445,William Cullen Bryant High School,Hispanic,1216
30Q450,Long Island City High School,Hispanic,1278
30Q501,Frank Sinatra School of the Arts High School,Hispanic,270
30Q502,Information Technology High School,Hispanic,546
30Q555,Newcomers High School,Hispanic,542
30Q575,Academy of American Studies,Hispanic,300
30Q580,Baccalaureate School for Global Education,Hispanic,101
31R047,CSI High School for International Studies,Hispanic,103
31R064,Gaynor McCown Expeditionary Learning School,Hispanic,91
31R080,The Michael J. Petrides School,Hispanic,268
31R440,New Dorp High School,Hispanic,776
31R445,Port Richmond High School,Hispanic,697
31R450,Curtis High School,Hispanic,900
31R455,Tottenville High School,Hispanic,470
31R460,Susan E. Wagner High School,Hispanic,908
31R600,Ralph R. McKee Career and Technical Education High,Hispanic,265
31R605,Staten Island Technical High School,Hispanic,65
32K168,The Brooklyn School for Math and Research,Hispanic,94
32K403,Academy for Environmental Leadership,Hispanic,262
32K545,EBC High School for Public Service - Bushwick,Hispanic,466
32K549,Bushwick School for Social Justice,Hispanic,308
32K552,Academy of Urban Planning,Hispanic,206
32K554,All City Leadership Secondary School,Hispanic,276
32K556,Bushwick Leaders High School for Academic Excellen,Hispanic,258
84K355,Williamsburg Collegiate Charter School,Hispanic,278
84K356,Achievement First Crown Heights Charter School,Hispanic,71
84K357,KIPP AMP Charter School,Hispanic,354
84K358,Achievement First East New York Charter School,Hispanic,111
84K359,The Uft Charter School,Hispanic,174
84K473,Williamsburg Charter High School,Hispanic,636
84K508,Achievement First Endeavor Charter School,Hispanic,98
84K538,Achievement First Bushwick Charter School,Hispanic,351
84K593,Excellence Boys Charter School,Hispanic,0
84K608,Kings Collegiate Charter School,Hispanic,0
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,Hispanic,28
84K693,Northside Charter High School,Hispanic,238
84K707,Brooklyn Prospect Charter School,Hispanic,300
84K710,Brownsville Collegiate Charter School,Hispanic,46
84K730,Summit Academy Charter School,Hispanic,127
84K733,"Math, Engineering, and Science Academy Charter Hig",Hispanic,182
84K738,New Visions Charter High School for Advanced Math,Hispanic,21
84K739,New Visions Charter High School for the Humanities,Hispanic,22
84K744,Coney Island Preparatory Public Charter School,Hispanic,239
84K777,Ocean Hill Collegiate Charter School,Hispanic,8
84K780,Brooklyn East Collegiate Charter School,Hispanic,43
84M279,The Opportunity Charter School,Hispanic,146
84M284,Harlem Children's Zone Promise Academy 1 Charter S,Hispanic,102
84M335,Harlem Village Academy Leadership Charter School,Hispanic,197
84M336,KIPP Infinity Charter School,Hispanic,761
84M341,Harlem Children's Zone Promise Academy II Charter,Hispanic,32
84M350,Democracy Prep Charter School,Hispanic,192
84M353,New Heights Academy Charter School,Hispanic,693
84M433,Renaissance Charter High School for Innovation,Hispanic,257
84M481,Democracy Prep Harlem Charter School,Hispanic,258
84M709,Harlem Village Academy Charter School,Hispanic,164
84M726,KIPP STAR College Prep Charter School,Hispanic,206
84Q705,Renaissance Charter School,Hispanic,320
84R067,John W. Lavelle Preparatory Charter School,Hispanic,171
84X185,Bronx Lighthouse Charter School,Hispanic,434
84X202,New Visions Charter High School for Advanced Math,Hispanic,188
84X208,New Visions Charter High School for the Humanities,Hispanic,217
84X345,Hyde Leadership Charter School,Hispanic,641
84X347,International Leadership Charter High School,Hispanic,227
84X393,University Prep Charter High School,Hispanic,261
84X395,"NYC Charter High School for Architecture, Engineer",Hispanic,270
84X482,Dr. Richard Izquierdo Health and Science Charter S,Hispanic,334
84X488,The Equality Charter School,Hispanic,77
84X539,New Visions Charter High School for Advanced Math,Hispanic,219
84X553,New Visions Charter High School for the Humanities,Hispanic,237
84X703,Bronx Preparatory Charter School,Hispanic,395
84X704,KIPP Academy Charter School,Hispanic,618
01M292,Henry Street School for International Studies,White,10
01M448,University Neighborhood High School,White,10
01M450,East Side Community School,White,55
01M509,Marta Valle High School,White,9
01M539,"New Explorations into Science, Technology and Math",White,496
01M696,Bard High School Early College,White,247
02M047,47 The American Sign Language and English Secondar,White,9
02M135,The Urban Assembly School for Emergency Management,White,5
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,White,17
02M280,Manhattan Early College School for Advertising,White,15
02M282,Urban Assembly Maker Academy,White,10
02M288,Food and Finance High School,White,13
02M294,Essex Street Academy,White,42
02M296,High School of Hospitality Management,White,7
02M298,Pace High School,White,8
02M300,"Urban Assembly School of Design and Construction,",White,14
02M303,"Facing History School, The",White,9
02M305,"Urban Assembly Academy of Government and Law, The",White,9
02M308,Lower Manhattan Arts Academy,White,12
02M316,"Urban Assembly School of Business for Young Women,",White,9
02M374,Gramercy Arts High School,White,31
02M376,NYC iSchool,White,127
02M392,MANHATTAN BUSINESS ACADEMY,White,17
02M393,BUSINESS OF SPORTS SCHOOL,White,7
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,White,25
02M400,High School for Environmental Studies,White,86
02M407,Institute for Collaborative Education,White,272
02M408,Professional Performing Arts High School,White,230
02M411,Baruch College Campus High School,White,103
02M412,N.Y.C. Lab School for Collaborative Studies,White,270
02M413,School of the Future High School,White,256
02M414,N.Y.C. Museum School,White,57
02M416,Eleanor Roosevelt High School,White,332
02M418,Millennium High School,White,216
02M419,Landmark High School,White,6
02M420,High School for Health Professions and Human Servi,White,121
02M422,Quest to Learn,White,136
02M425,Leadership and Public Service High School,White,31
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,White,5
02M429,Legacy School for Integrated Studies,White,0
02M437,Hudson High School of Learning Technologies,White,16
02M438,International High School at Union Square,White,35
02M439,Manhattan Village Academy,White,30
02M449,Vanguard High School,White,23
02M459,Manhattan International High School,White,42
02M460,Washington Irving High School,White,7
02M475,Stuyvesant High School,White,672
02M489,High School of Economics and Finance,White,57
02M500,Unity Center for Urban Technologies,White,14
02M507,Urban Assembly Gateway School for Technology,White,27
02M519,Talent Unlimited High School,White,103
02M520,Murry Bergtraum High School for Business Careers,White,29
02M529,Jacqueline Kennedy Onassis High School,White,24
02M531,Repertory Company High School for Theatre Arts,White,21
02M533,Union Square Academy for Health Sciences,White,15
02M534,Harvest Collegiate High School,White,56
02M542,Manhattan Bridges High School,White,0
02M543,New Design High School,White,17
02M545,High School for Dual Language and Asian Studies,White,7
02M546,Academy for Software Engineering,White,31
02M551,Urban Assembly New York Harbor School,White,84
02M580,Richard R. Green High School of Teaching,White,15
02M600,The High School of Fashion Industries,White,67
02M615,Chelsea Career and Technical Education High School,White,14
02M625,High School of Graphic Communication Arts,White,7
02M630,Art and Design High School,White,159
02M655,Life Sciences Secondary School,White,22
03M283,Manhattan Theatre Lab High School,White,2
03M299,"High School for Arts, Imagination and Inquiry",White,4
03M307,"Urban Assembly School for Media Studies, The",White,7
03M402,The Urban Assembly School for Green Careers,White,10
03M403,The Global Learning Collaborative,White,27
03M415,Wadleigh Secondary School for the Performing & Vis,White,4
03M417,FRANK McCOURT HIGH SCHOOL,White,123
03M479,Beacon High School,White,666
03M485,Fiorello H. LaGuardia High School of Music & Art a,White,1194
03M492,"High School for Law, Advocacy and Community Justic",White,11
03M494,High School of Arts and Technology,White,17
03M541,Manhattan / Hunter Science High School,White,59
03M859,Special Music School,White,68
03M860,Frederick Douglass Academy II Secondary School,White,8
04M372,ESPERANZA PREPARATORY ACADEMY,White,11
04M409,Coalition School for Social Change,White,10
04M435,Manhattan Center for Science and Mathematics,White,67
04M495,Park East High School,White,7
04M555,Central Park East High School,White,18
04M610,Young Women's Leadership School,White,16
04M680,"Heritage School, The",White,6
05M157,The Urban Assembly School for Global Commerce,White,2
05M304,Mott Hall High School,White,3
05M362,Columbia Secondary School,White,98
05M367,Academy for Social Action: A College Board School,White,7
05M369,Urban Assembly School for the Performing Arts,White,5
05M469,Choir Academy of Harlem,White,2
05M499,Frederick Douglass Academy,White,20
05M670,Thurgood Marshall Academy for Learning and Social,White,4
05M685,Bread & Roses Integrated Arts High School,White,0
05M692,"High School for Mathematics, Science and Engineeri",White,126
06M211,Inwood Early College for Health and Information Te,White,3
06M293,City College Academy of the Arts,White,7
06M346,Community Health Academy of the Heights,White,17
06M348,Washington Heights Expeditionary Learning School,White,4
06M462,The College Academy,White,3
06M463,High School for Media and Communications,White,6
06M467,High School for Law and Public Service,White,11
06M468,High School for Health Careers and Sciences,White,9
06M540,A. Philip Randolph Campus High School,White,23
06M552,Gregorio Luperon High School for Science and Mathe,White,0
07X221,South Bronx Preparatory: A College Board School,White,9
07X223,M.S. 223 The Laboratory School of Finance and Tech,White,5
07X259,"H.E.R.O. High (Health, Education, and Research Occ",White,4
07X334,International Community High School,White,6
07X427,Community School for Social Justice,White,4
07X473,Mott Haven Village Preparatory High School,White,2
07X495,University Heights Secondary School,White,8
07X500,Hostos-Lincoln Academy of Science,White,8
07X520,Foreign Language Academy of Global Studies,White,2
07X522,Bronx Design and Construction Academy,White,19
07X527,Bronx Leadership Academy II High School,White,4
07X547,New Explorers High School,White,2
07X548,Urban Assembly School for Careers in Sports,White,8
07X551,The Urban Assembly Bronx Academy of Letters,White,9
07X600,Alfred E. Smith Career and Technical Education Hig,White,3
07X655,Samuel Gompers Career and Technical Education High,White,2
07X670,Health Opportunities High School,White,10
08X269,Bronx Studio School for Writers and Artists,White,3
08X282,Women's Academy of Excellence,White,9
08X293,Renaissance High School for Musical Theater & Tech,White,32
08X295,Gateway School for Environmental Research and Tech,White,2
08X305,Pablo Neruda Academy,White,4
08X312,Millennium Art Academy,White,9
08X320,Pelham Lab High School,White,11
08X332,Holcombe L. Rucker School of Community Research,White,1
08X348,Schuylerville Preparatory High School,White,11
08X349,Bronx River High School,White,5
08X367,"Archimedes Academy for Math, Science and Technolog",White,14
08X376,Antonia Pantoja Preparatory Academy: A College Boa,White,6
08X405,Herbert H. Lehman High School,White,163
08X432,BRONX BRIDGES HIGH SCHOOL,White,6
08X452,Bronx Guild,White,4
08X519,Felisa Rincon de Gautier Institute for Law and Pub,White,9
08X530,Banana Kelly High School,White,4
08X558,Westchester Square Academy,White,35
08X559,School for Tourism and Hospitality,White,0
08X561,Bronx Compass High School,White,3
08X650,Jane Addams High School for Academic Careers,White,4
09X227,Bronx Collegiate Academy,White,1
09X231,Eagle Academy for Young Men,White,3
09X241,Urban Assembly School for Applied Math and Science,White,7
09X250,Eximius College Preparatory Academy: A College Boa,White,3
09X252,Mott Hall Bronx High School,White,5
09X260,Bronx Center for Science and Mathematics,White,7
09X263,Validus Preparatory Academy: An Expeditionary Lear,White,3
09X276,Leadership Institute,White,4
09X297,Morris Academy for Collaborative Studies,White,2
09X324,Bronx Early College Academy for Teaching & Learnin,White,2
09X327,Comprehensive Model School Project M.S. 327,White,4
09X329,DreamYard Preparatory School,White,4
09X365,Academy for Language and Technology,White,0
09X403,Bronx International High School,White,7
09X404,School for Excellence,White,4
09X412,Bronx High School of Business,White,4
09X413,Bronx High School for Medical Science,White,3
09X414,Jonathan Levin High School for Media and Communica,White,2
09X505,"Bronx School for Law, Government and Justice",White,8
09X517,Frederick Douglass Academy III Secondary School,White,10
09X525,Bronx Leadership Academy High School,White,4
09X543,High School for Violin and Dance,White,1
09X564,Claremont International HS,White,3
10X141,Riverdale / Kingsbridge Academy (Middle School / H,White,327
10X213,Bronx Engineering and Technology Academy,White,6
10X225,Theatre Arts Production Company School,White,4
10X237,"The Marie Curie School for Medicine, Nursing, and",White,19
10X243,West Bronx Academy for the Future,White,18
10X264,Bronx Academy for Software Engineering (BASE),White,6
10X268,Kingsbridge International High School,White,9
10X284,Bronx School of Law and Finance,White,11
10X342,International School for Liberal Arts,White,3
10X351,Bronx Collaborative High School,White,11
10X353,World View High School,White,2
10X368,In-Tech Academy (M.S. / High School 368),White,35
10X374,Knowledge and Power Preparatory Academy Internatio,White,10
10X433,High School for Teaching and the Professions,White,13
10X434,Belmont Preparatory High School,White,8
10X437,Fordham High School for the Arts,White,10
10X438,Fordham Leadership Academy for Business and Techno,White,12
10X439,Bronx High School for Law and Community Service,White,7
10X440,DeWitt Clinton High School,White,76
10X442,"Celia Cruz Bronx High School of Music, The",White,5
10X445,Bronx High School of Science,White,666
10X477,Marble Hill High School for International Studies,White,23
10X524,Crotona International High School,White,6
10X546,Bronx Theatre High School,White,7
10X549,Discovery High School,White,12
10X565,High School for Energy and Technology,White,3
10X660,Grace Dodge Career and Technical Education High Sc,White,2
10X696,High School of American Studies at Lehman College,White,191
11X249,Bronx Health Sciences High School,White,10
11X253,Bronx High School for Writing and Communication Ar,White,5
11X265,Bronx Lab School,White,7
11X270,Academy for Scholarship and Entrepreneurship: A Co,White,4
11X275,High School of Computers and Technology,White,7
11X288,Collegiate Institute for Math and Science,White,65
11X290,Bronx Academy of Health Careers,White,9
11X299,Astor Collegiate Academy,White,50
11X418,Bronx High School for the Visual Arts,White,33
11X455,Harry S Truman High School,White,45
11X508,Bronxdale High School,White,40
11X509,High School of Language and Innovation,White,39
11X513,New World High School,White,31
11X514,The Bronxwood Preparatory Academy,White,16
11X542,Pelham Preparatory Academy,White,32
11X544,High School for Contemporary Arts,White,5
11X545,Bronx Aerospace High School,White,9
12X242,Mott Hall V,White,11
12X248,"Metropolitan High School, The",White,1
12X251,Explorations Academy,White,7
12X267,Bronx Latin,White,0
12X271,East Bronx Academy for the Future,White,3
12X278,Peace and Diversity Academy,White,3
12X372,Urban Assembly School for Wildlife Conservation,White,13
12X388,Pan American International High School at Monroe,White,0
12X478,THE CINEMA SCHOOL,White,14
12X479,Bronx Career and College Preparatory High School,White,2
12X511,Bronx Envision Academy,White,7
12X521,The Metropolitan Soundview High School,White,7
12X550,High School of World Cultures,White,5
12X682,Fannie Lou Hamer Freedom High School,White,1
12X684,Wings Academy,White,6
12X692,Monroe Academy for Visual Arts & Design,White,4
13K265,Dr. Susan S. McKinney Secondary School of the Arts,White,3
13K350,Urban Assembly High School of Music and Art,White,2
13K412,"Brooklyn Community High School of Communication, A",White,3
13K419,"Science Skills Center High School for Science, Tec",White,11
13K430,Brooklyn Technical High School,White,1117
13K439,Brooklyn International High School,White,48
13K483,The Urban Assembly School for Law and Justice,White,4
13K499,ACORN Community High School,White,8
13K527,Urban Assembly Institute of Math and Science for Y,White,23
13K595,Bedford Academy High School,White,3
13K605,George Westinghouse Career and Technical Education,White,13
13K670,Benjamin Banneker Academy,White,5
13K674,"City Polytechnic High School of Engineering, Archi",White,16
14K071,Juan Morel Campos Secondary School,White,17
14K322,Foundations Academy,White,0
14K449,"Brooklyn Latin School, The",White,91
14K454,Green School: An Academy for Environmental Careers,White,4
14K474,PROGRESS High School for Professional Careers,White,9
14K477,School for Legal Studies,White,8
14K478,"The High School for Enterprise, Business and Techn",White,25
14K488,Brooklyn Preparatory High School,White,10
14K558,Williamsburg High School for Architecture and Desi,White,25
14K561,Williamsburg Preparatory School,White,68
14K586,Lyons Community School,White,12
14K610,Automotive High School,White,11
14K614,Young Women's Leadership School of Brooklyn,White,3
14K632,Frances Perkins Academy,White,3
14K685,El Puente Academy for Peace and Justice,White,3
15K429,Brooklyn School for Global Studies,White,16
15K448,Brooklyn Secondary School for Collaborative Studie,White,64
15K462,Secondary School for Law,White,12
15K463,Secondary School for Journalism,White,18
15K464,Park Slope Collegiate,White,15
15K497,School for International Studies,White,46
15K519,Cobble Hill School of American Studies,White,26
15K592,Khalil Gibran International Academy,White,48
15K656,Brooklyn High School of the Arts,White,17
15K667,Sunset Park High School,White,91
15K684,Millennium Brooklyn HS,White,176
16K393,Frederick Douglass Academy IV Secondary School,White,1
16K455,Boys and Girls High School,White,11
16K498,Brooklyn High School for Law and Technology,White,7
16K594,Gotham Professional Arts Academy,White,3
16K688,The Brooklyn Academy of Global Finance,White,3
16K765,Nelson Mandela High School,White,3
17K122,Pathways in Technology Early College High School (,White,3
17K382,Academy for College Preparation and Career Explora,White,4
17K408,Academy of Hospitality and Tourism,White,3
17K524,International High School at Prospect Heights,White,55
17K528,The High School for Global Citizenship,White,7
17K531,"School for Human Rights, The",White,4
17K533,School for Democracy and  Leadership,White,7
17K537,High School for Youth and Community Development at,White,8
17K539,High School for Service & Learning at Erasmus,White,9
17K543,"Science, Technology and Research Early College Hig",White,5
17K544,International Arts Business School,White,0
17K546,High School for Public Service: Heroes  of Tomorro,White,5
17K547,Brooklyn Academy of Science and the Environment,White,6
17K548,Brooklyn School for Music & Theatre,White,3
17K590,Medgar Evers College Preparatory School,White,8
17K600,Clara Barton High School,White,13
