loc,lat,lon
726 149 STREET NYC,,
256 WEST   52 STREET NYC,,
8419 NORTHERN BOULEVARD NYC,,
511 W. 20TH STREET NYC,,
260 PAGE AVENUE NYC,,
38 ALLEN STREET NYC,,
5-7 E 17TH ST NYC,,
1232 AVENUE U NYC,,
367 WEST   36 STREET NYC,,
1319 AVENUE J NYC,,
1366 FLATBUSH AVE NYC,,
200 WEST STREET NYC,,
2255 EMMONS AVENUE NYC,,
6902 GARFIELD AVE NYC,,
111 EAST  167 STREET NYC,,
1616 AMSTERDAM AVE NYC,,
8610 ROOSEVELT AVENUE NYC,,
7307 37TH RD NYC,,
279 BUSHWICK AVENUE NYC,,
5612 8TH AVE NYC,,
8722 LEFFERTS BLVD NYC,,
509 EAST  117 STREET NYC,,
109 WEST   17 STREET NYC,,
169 BLEECKER ST NYC,,
8777 168TH PL NYC,,
492 BAY STREET NYC,,
1046 NOSTRAND AVE NYC,,
17716 LIBERTY AVENUE NYC,,
102 WEST   73 STREET NYC,,
735 ALLERTON AVE NYC,,
5617 JUNCTION BLVD NYC,,
2413A 2ND AVE NYC,,
617A VANDERBILT AVENUE NYC,,
6828 ROOSEVELT AVE NYC,,
2 WEST STREET NYC,,
16118 UNION TURNPIKE NYC,,
809 6TH AVE NYC,,
330 HALSEY STREET NYC,,
550 HUDSON STREET NYC,,
846 EMPIRE BOULEVARD NYC,,
1785B NEREID AVE NYC,,
400 5 AVENUE NYC,,
496 LAGUARDIA PL NYC,,
272 PROSPECT PARK W NYC,,
200 CHURCH ST NYC,,
0 34 STREET NYC,,
3609 BROADWAY NYC,,
643 BROADWAY NYC,,
772 CASTLE HILL AVE NYC,,
103 EAST BROADWAY NYC,,
127 KINGSTON AVENUE NYC,,
155 YORK STREET NYC,,
222 EAST   51 STREET NYC,,
1257 36TH ST NYC,,
33 CARMINE STREET NYC,,
4516 5 AVENUE NYC,,
4437 VERNON BOULEVARD NYC,,
301 MALCOLM X BOULEVARD NYC,,
312 UTICA AVENUE NYC,,
8623 ROOSEVELT AVE NYC,,
9460 CORONA AVENUE NYC,,
254 WEST   72 STREET NYC,,
111 AVENUE A NYC,,
44 IRVING AVENUE NYC,,
605 HUDSON STREET NYC,,
1185 AVE AMERICAS NYC,,
412 EAST  149 STREET NYC,,
180 MAIDEN LN NYC,,
146 DELANCEY ST NYC,,
360 AMSTERDAM AVENUE NYC,,
4710 AVENUE N NYC,,
317 9 STREET NYC,,
289 LIVINGSTON STREET NYC,,
17805 UNION TURNPIKE NYC,,
560 EAST  149 STREET NYC,,
542 E 14TH ST NYC,,
5945 STRICKLAND AVE NYC,,
5 SAINT MARKS PL NYC,,
3217 COLLEGE POINT BLVD NYC,,
16902 HILLSIDE AVENUE NYC,,
155 VARICK STREET NYC,,
457 BUSHWICK AVE NYC,,
10817 LIBERTY AVE NYC,,
1207 CASTLE HILL AVENUE NYC,,
1405 AVENUE U NYC,,
2253 3RD AVE NYC,,
1592 1ST AVE NYC,,
1228 FLATBUSH AVENUE NYC,,
992 ROGERS AVE NYC,,
79 5 AVENUE NYC,,
6610 18TH AVE NYC,,
3923 BELL BLVD NYC,,
2026 LEXINGTON AVENUE NYC,,
2807 NOSTRAND AVENUE NYC,,
47 EAST GUNHILL ROAD NYC,,
2810 AVENUE D NYC,,
10119 37TH AVE NYC,,
596 MANHATTAN AVENUE NYC,,
343 BROOME STREET NYC,,
60 THOMPSON ST NYC,,
3044 WESTCHESTER AVENUE NYC,,
617 WILSON AVENUE NYC,,
3788 NOSTRAND AVE NYC,,
205 10TH AVE NYC,,
6122 7TH AVE NYC,,
21416 41 AVENUE NYC,,
7 EAST   47 STREET NYC,,
20316 NORTHERN BLVD NYC,,
109 SOUTH    6 STREET NYC,,
208 COLUMBUS AVENUE NYC,,
90 UNIVERSITY PLACE NYC,,
1680 1 AVENUE NYC,,
1377 65TH ST NYC,,
239 BLEECKER ST NYC,,
623 EAST TREMONT AVENUE NYC,,
6710 ROOSEVELT AVENUE NYC,,
6541 GRAND AVENUE NYC,,
45 MOTT STREET NYC,,
55 WEST   21 STREET NYC,,
426 BAY STREET NYC,,
200 CLINTON ST NYC,,
68 VAN RIPER STREET NYC,,
218 FLATBUSH AVENUE NYC,,
13204 CROSSBAY BLVD NYC,,
4863 BROADWAY NYC,,
347 WEST   46 STREET NYC,,
1779 SOUTHERN BLVD NYC,,
775 WASHINGTON STREET NYC,,
42 RIVINGTON STREET NYC,,
480 TARGEE STREET NYC,,
18807 UNION TURNPIKE NYC,,
2212 VICTORY BOULEVARD NYC,,
721 2ND AVE NYC,,
25324 NORTHERN BOULEVARD NYC,,
1 DOYERS STREET NYC,,
14 E 34TH ST NYC,,
118 EAST   31 STREET NYC,,
11808 ATLANTIC AVENUE NYC,,
307072 BROADWAY NYC,,
5717 QUEENS BLVD NYC,,
1001 WHITE PLAINS ROAD NYC,,
201 PORT RICHMOND AVENUE NYC,,
57 JANE STREET NYC,,
381 LENOX AVE NYC,,
340 3 AVENUE NYC,,
615 NOSTRAND AVENUE NYC,,
1742 2 AVENUE NYC,,
125 FLATBUSH AVENUE EXT NYC,,
247 WEST   37 STREET NYC,,
52 WILLIAM STREET NYC,,
1436 WILLIAMSBRIDGE ROAD NYC,,
254 COURT STREET NYC,,
155 HOWARD AVENUE NYC,,
161 W 16TH ST NYC,,
5323 8TH AVE NYC,,
289 BLEECKER ST NYC,,
1456 COLLEGE POINT BOULEVARD NYC,,
875 RUTLAND ROAD NYC,,
3717 PRINCE STREET NYC,,
5326 13TH AVE NYC,,
978 2 AVENUE NYC,,
123 WEST   44 STREET NYC,,
485 LEXINGTON AVE NYC,,
101 EAST   69 STREET NYC,,
5508 16 AVENUE NYC,,
8001 ATLANTIC AVE NYC,,
9606 ROOSEVELT AVENUE NYC,,
155 LAFAYETTE AVE NYC,,
374 CANAL STREET NYC,,
73 WEST   71 STREET NYC,,
107 AVENUE A NYC,,
1661 LINDEN BLVD NYC,,
6540 WOODSIDE AVENUE NYC,,
124 HESTER STREET NYC,,
4904 69 STREET NYC,,
8620 3 AVENUE NYC,,
108 EAST   38 STREET NYC,,
25917 HILLSIDE AVENUE NYC,,
142 EDGECOMBE AVE NYC,,
1479 BEACH CHANNEL DRIVE NYC,,
14621 ROCKAWAY BLVD NYC,,
8930 QUEENS BOULEVARD NYC,,
2175 RALPH AVENUE NYC,,
323 3RD AVE NYC,,
404 CHURCH AVE NYC,,
8838 SUTPHIN BLVD NYC,,
58 5 AVENUE NYC,,
1590 WESTCHESTER AVE NYC,,
6368 AUSTIN STREET NYC,,
4358 162ND ST NYC,,
160 HURON ST NYC,,
68 GREENWICH AVENUE NYC,,
3115 30 AVENUE NYC,,
8801 QUEENS BOULEVARD NYC,,
17 ANN STREET NYC,,
7902 FLATLANDS AVE NYC,,
374 9 STREET NYC,,
2734 21 STREET NYC,,
283 COLUMBUS AVENUE NYC,,
303 PARK AVE S NYC,,
1041 MANHATTAN AVENUE NYC,,
371 7 AVENUE NYC,,
51 EAST HOUSTON STREET NYC,,
123 E 7TH ST NYC,,
4207 162 STREET NYC,,
102 W 35TH ST NYC,,
5738 MYRTLE AVE NYC,,
2223 86TH ST NYC,,
75 ROSS STREET NYC,,
77 CATHERINE STREET NYC,,
297 BROADWAY NYC,,
128 W 72ND ST NYC,,
8241 153RD AVE NYC,,
1969 86 STREET NYC,,
1349 ROCKAWAY PARKWAY NYC,,
1969 BATH AVE NYC,,
3841 E TREMONT AVE NYC,,
983 FLUSHING AVENUE NYC,,
3944 QUEENS BOULEVARD NYC,,
11126 VAN WYCK EXPRESSWAY NYC,,
4134 CRESCENT STREET NYC,,
ONE JFK INTERNATIONAL AIRPORT NYC,,
3533 BROADWAY NYC,,
16122 NORTHERN BOULEVARD NYC,,
1800 ARCHER ST NYC,,
3 EAST   44 STREET NYC,,
13532 40TH RD NYC,,
120 HUDSON STREET NYC,,
309 W 39TH ST NYC,,
1204A FLATBUSH AVE NYC,,
48 HOYT STREET NYC,,
8406 ASTORIA BLVD NYC,,
2330 BORDEN AVE NYC,,
161 LUDLOW STREET NYC,,
5610 NEW UTRECHT AVE NYC,,
9605 METROPOLITAN AVENUE NYC,,
6301 8TH AVENUE NYC,,
3706 EAST TREMONT AVENUE NYC,,
574 BAY ST NYC,,
3073 EMMONS AVENUE NYC,,
344 WEST   46 STREET NYC,,
1 STATION SQUARE NYC,,
218 E 53RD ST NYC,,
4325 BOSTON RD NYC,,
9529 CHURCH AVE NYC,,
8423 JAMAICA AVENUE NYC,,
10 PELL ST NYC,,
156 7 AVENUE NYC,,
1579 WESTCHESTER AVE NYC,,
212 W 14TH ST NYC,,
805 WEST  187 STREET NYC,,
357 BEDFORD AVE NYC,,
1535 WESTCHESTER AVE NYC,,
35 WHITE ST NYC,,
24822 UNION TURNPIKE NYC,,
13309 CROSS BAY BOULEVARD NYC,,
45 W 27TH ST NYC,,
1340 PENNSYLVANIA AVE NYC,,
2175 HYLAN BOULEVARD NYC,,
33 HILLEL PLACE NYC,,
155 EAST   52 STREET NYC,,
5761 BROADWAY NYC,,
1968 86 STREET NYC,,
100 ORCHARD ST NYC,,
310 SPRING STREET NYC,,
3419 STEINWAY STREET NYC,,
8278 BROADWAY NYC,,
63 BEDFORD STREET NYC,,
1415 2ND AVE NYC,,
860 FULTON STREET NYC,,
1366 PENNSYLVANIA AVENUE NYC,,
2511 3RD AVE NYC,,
150 50TH AVE NYC,,
265 1 AVENUE NYC,,
297 CHURCH STREET NYC,,
115 DITMAS AVENUE NYC,,
4642 VERNON BOULEVARD NYC,,
10437 QUEENS BOULEVARD NYC,,
91 PEARL STREET NYC,,
2143 FREDERICK DOUGLASS BLVD NYC,,
1000 AVENUE OF THE AMERICAS NYC,,
1356 LORING AVENUE NYC,,
9207 JAMAICA AVENUE NYC,,
2911 BROADWAY NYC,,
488 9 AVENUE NYC,,
258 WEST  109 STREET NYC,,
790 NEW LOTS AVE NYC,,
NKA Fort Tryon Park NYC,,
1936 RALPH AVENUE NYC,,
1964 3RD AVE NYC,,
306 SAINT NICHOLAS AVENUE NYC,,
3001 AVENUE K NYC,,
6 PLATT ST NYC,,
308 EAST  188 STREET NYC,,
462 36 STREET NYC,,
222 WYCKOFF AVENUE NYC,,
727 FLUSHING AVE NYC,,
3139 EAST TREMONT AVENUE NYC,,
222 WEST HOUSTON STREET NYC,,
85 2 AVENUE NYC,,
4615 KISSENA BOULEVARD NYC,,
27120 UNION TURNPIKE NYC,,
10 MOTT ST NYC,,
6210 WOODHAVEN BOULEVARD NYC,,
0 W 41ST ST NYC,,
8605 ROCKAWAY BEACH BOULEVARD NYC,,
4817 8TH AVE NYC,,
145 BEDFORD AVENUE NYC,,
804 W 187TH ST NYC,,
4013 30 AVENUE NYC,,
805 SOUNDVIEW AVENUE NYC,,
355 WEST   16 STREET NYC,,
3705 BROADWAY NYC,,
4105 BOSTON ROAD NYC,,
3202 37TH AVE NYC,,
398 W BROADWAY NYC,,
10708 70 ROAD NYC,,
211 KNICKERBOCKER AVE NYC,,
1511 NEPTUNE AVENUE NYC,,
195 5TH AVE NYC,,
1560 BROADWAY NYC,,
8610 JUSTICE AVE NYC,,
565 E 184TH ST NYC,,
472 FULTON STREET NYC,,
18524 UNION TPKE NYC,,
8601 23 AVENUE NYC,,
2283 65 STREET NYC,,
1346 BROADWAY NYC,,
2807 MERMAID AVE NYC,,
10315 QUEENS BLVD NYC,,
103 WEST   72 STREET NYC,,
420 PUTNAM AVE NYC,,
23316 HILLSIDE AVE NYC,,
9410 JAMAICA AVENUE NYC,,
309 COURT ST NYC,,
5203 METROPOLITAN AVENUE NYC,,
2463 BROADWAY NYC,,
2928 ATLANTIC AVE NYC,,
7513 ROOSEVELT AVE NYC,,
235 RALPH AVE NYC,,
666 5TH AVE NYC,,
138 ST CONVENT AVE NYC,,
248 WEST  132 STREET NYC,,
27 WAVERLY PL NYC,,
6365 WOODHAVEN BOULEVARD NYC,,
3901 MAIN STREET NYC,,
465 LINCOLN PL NYC,,
8702 4 AVENUE NYC,,
6309 18 AVENUE NYC,,
1884 PARK AVENUE NYC,,
7602 FLATLANDS AVE NYC,,
2501 40TH AVE NYC,,
1040 WESTCHESTER AVENUE NYC,,
13620 38 AVENUE NYC,,
2027 LEXINGTON AVE NYC,,
411 EAST   70 STREET NYC,,
44 HESTER ST NYC,,
324 VICTORY BLVD NYC,,
81 CHRYSTIE ST NYC,,
23002 MERRICK BLVD NYC,,
181 GRAHAM AVE NYC,,
54-18 FLUSHING AVE NYC,,
10215 METROPOLITAN AVE NYC,,
71 WEST   55 STREET NYC,,
14367 243 STREET NYC,,
32 JONES STREET NYC,,
1226 FOREST AVENUE NYC,,
108-30 FLATLANDS AVE NYC,,
8221 FLATLANDS AVENUE NYC,,
5403 CHURCH AVENUE NYC,,
287 BEDFORD AVE NYC,,
205 GRAND ST NYC,,
162 5TH AVE NYC,,
355 BOWERY NYC,,
434 PARK PLACE NYC,,
1201 RANDALL AVENUE NYC,,
114 WEST   40 STREET NYC,,
2240 FLATBUSH AVE NYC,,
9045 CORONA AVENUE NYC,,
32 WATTS STREET NYC,,
795 SOUTHERN BOULEVARD NYC,,
563 CONEY ISLAND AVENUE NYC,,
2965 VETERANS RD W NYC,,
355 GREENWICH ST NYC,,
8618 ROCKAWAY BEACH BLVD NYC,,
17 East 17th Street NYC,,
729 E TREMONT AVE NYC,,
107 E 27TH ST NYC,,
865-869 E 149TH ST NYC,,
2403 QUEENS PLAZA NORTH NYC,,
351 BROADWAY NYC,,
3568 73RD ST NYC,,
703 LENOX AVE NYC,,
127 MULBERRY STREET NYC,,
961 OGDEN AVENUE NYC,,
40-45 235TH STREET NYC,,
85 WEST STREET NYC,,
2607 BROADWAY NYC,,
3559 95TH ST NYC,,
536 CITY ISLAND AVE NYC,,
3520 30TH AVE NYC,,
9614 METROPOLITAN AVE NYC,,
4402 23 STREET NYC,,
208 3RD AVE NYC,,
425 PARK AVENUE SOUTH NYC,,
52 FULTON STREET NYC,,
16315 CROSSBAY BLVD NYC,,
48 HENRY STREET NYC,,
549 METROPOLITAN AVENUE NYC,,
138140 EAST   74 STREET NYC,,
119 BAXTER ST NYC,,
323 W 42ND ST NYC,,
2509 FLATBUSH AVE NYC,,
407 MANOR ROAD NYC,,
4901 12 AVENUE NYC,,
463 HUDSON STREET NYC,,
832 8TH AVE NYC,,
0 @ GRAND CENTRAL NYC,,
10903 LIBERTY AVE NYC,,
14 EAST   47 STREET NYC,,
359 6 AVENUE NYC,,
3019 QUENTIN ROAD NYC,,
270 COURT STREET NYC,,
173 WEST   26 STREET NYC,,
1079 1ST AVE NYC,,
726 ASTOR AVENUE NYC,,
5424 CHURCH AVENUE NYC,,
720 FLATBUSH AVENUE NYC,,
234 STARR ST NYC,,
330 EAST   56 STREET NYC,,
8522 JAMAICA AVE NYC,,
507 GRAND STREET NYC,,
6911 NORTHERN BLVD NYC,,
1915 3RD AVE NYC,,
255 SMITH STREET NYC,,
2224 HYLAN BLVD NYC,,
3580 BRONXWOOD AVENUE NYC,,
3291 AMBOY ROAD NYC,,
8311 BROADWAY NYC,,
73 WARREN STREET NYC,,
1642 HYLAN BOULEVARD NYC,,
7022 3 AVENUE NYC,,
13676 39TH AVE NYC,,
9103 AVENUE L NYC,,
3 COLUMBUS CIRCLE NYC,,
1248 LEXINGTON AVE NYC,,
1735 DR MARTIN L KING JR BOULEVARD NYC,,
6122B FRESH POND RD NYC,,
234 WEST   42 STREET NYC,,
235237 EAST   14 STREET NYC,,
256 PROSPECT PARK WEST NYC,,
1808 HONE AVE NYC,,
513 MAIN STREET NYC,,
663 FLATBUSH AVE NYC,,
4469 21ST ST NYC,,
160 5 AVENUE NYC,,
52 E 8TH ST NYC,,
417 9 AVENUE NYC,,
1805 CARTER AVE NYC,,
14605 JAMAICA AVENUE NYC,,
2003 EMMONS AVENUE NYC,,
1315 CASTLE HILL AVE NYC,,
2009 FRANCIS LEWIS BOULEVARD NYC,,
1370 1 AVENUE NYC,,
1409 HYLAN BOULEVARD NYC,,
149 EAST   57 STREET NYC,,
7064 BROADWAY NYC,,
2503 DITMARS BOULEVARD NYC,,
168 MARCY AVENUE NYC,,
255 JEFFERSON AVE NYC,,
271 PROSPECT PARK W NYC,,
932 1ST AVE NYC,,
20503 LINDEN BOULEVARD NYC,,
7509 WOODHAVEN BOULEVARD NYC,,
1388 HYLAN BOULEVARD NYC,,
2811 23RD AVE NYC,,
4102A BROADWAY NYC,,
9703 64 AVENUE NYC,,
128 MACDOUGAL ST NYC,,
14701 LIBERTY AVE NYC,,
1 W 8TH ST NYC,,
302 EAST 45 STREET NYC,,
4812 BROADWAY NYC,,
53 ROCKAWAY AVE NYC,,
1 IRVING PLACE NYC,,
11410 SUTPHIN BLVD NYC,,
1035 MANHATTAN AVENUE NYC,,
440 W 202ND AVE NYC,,
2618 JEROME AVE NYC,,
3120 CONEY ISLAND AVE NYC,,
801 SOUTHERN BLVD NYC,,
3152 BRIGHTON 6TH ST NYC,,
8440 JAMAICA AVE NYC,,
0 HUNTS POINT NYC,,
1 ASTOR PL NYC,,
1379 CONEY ISLAND AVE NYC,,
948 NOSTRAND AVE NYC,,
10 DOWNING STREET NYC,,
76 MONTAGUE ST NYC,,
289 5TH AVE NYC,,
3660 EAST TREMONT AVENUE NYC,,
272 3 AVENUE NYC,,
2004 WILLIAMSBRIDGE ROAD NYC,,
1407 MADISON AVE NYC,,
13217 LIBERTY AVENUE NYC,,
293 GRAND AVE NYC,,
16630 JAMAICA AVENUE NYC,,
2334 2 AVENUE NYC,,
1205 40TH AVE NYC,,
1566 2ND AVE NYC,,
31 EAST   32 STREET NYC,,
6092 FLUSHING AVENUE NYC,,
226 WEST   50 STREET NYC,,
3050 14 STREET NYC,,
522 EAST  138 STREET NYC,,
9502 FOURTH AVENUE NYC,,
149 WEST 4 STREET NYC,,
1730 CROSS BRONX EXPY NYC,,
8401 3RD AVE NYC,,
83 1 AVENUE NYC,,
7561 31 AVENUE NYC,,
401 FOREST AVENUE NYC,,
8315 NORTHERN BOULEVARD NYC,,
1542 UNIVERSITY AVE NYC,,
1585 3RD AVE NYC,,
4611 SKILLMAN AVE NYC,,
165 WEST 72 STREET NYC,,
650 BROADWAY NYC,,
143 E 47TH ST NYC,,
622 WASHINGTON AVE NYC,,
000 EDERLE TERRACE FLUSHING MEADOW CORONA PK NYC,,
10709 ROCKAWAY BOULEVARD NYC,,
1215 AMNSTERDAM AVENUE NYC,,
3059 WEBSTER AVENUE NYC,,
4012 13 AVENUE NYC,,
358 GRAHAM AVENUE NYC,,
2550 FRANCIS LEWIS BLVD NYC,,
212 N END AVE NYC,,
433 EAST    6 STREET NYC,,
12705 111TH AVE NYC,,
11204 QUEENS BOULEVARD NYC,,
32 WEST   39 STREET NYC,,
558 HUDSON STREET NYC,,
1586 1 AVENUE NYC,,
817 2ND AVE NYC,,
1429 5TH AVE NYC,,
394 E TREMONT AVE NYC,,
3023 30TH AVE NYC,,
694 3RD AVE NYC,,
1604 AVENUE H NYC,,
125 UNIVERSITY PL NYC,,
6978 188TH ST NYC,,
21529 NORTHERN BOULEVARD NYC,,
120 ESSEX ST NYC,,
244 WEST   56 STREET NYC,,
1668 3RD AVE NYC,,
8 NEW DORP LANE NYC,,
7706 NEW UTRECHT AVE NYC,,
21525 73 AVENUE NYC,,
5823 AVENUE T NYC,,
3714 MAIN ST NYC,,
1374 1 AVENUE NYC,,
6820 BAY PARKWAY NYC,,
237 SULLIVAN STREET NYC,,
535 EAST  180 STREET NYC,,
1851 BRUCKNER BOULEVARD NYC,,
930 3 AVENUE NYC,,
50 PINE STREET NYC,,
652 SENECA AVENUE NYC,,
8509 JAMAICA AVE NYC,,
3109 23RD AVE NYC,,
1625 WEBSTER AVENUE NYC,,
839 WESTCHESTER AVE NYC,,
684 ST NICHOLAS AVENUE NYC,,
1475 WILLIAMSBRIDGE RD NYC,,
1014 NOSTRAND AVENUE NYC,,
179 PRINCE STREET NYC,,
1280 AMSTERDAM AVENUE NYC,,
4 WORLD FINANCIAL CTR NYC,,
8304 ASTORIA BOULEVARD NYC,,
483 COLUMBUS AVE NYC,,
4514 162 STREET NYC,,
NKA JOHN F. KENNEDY INTERNATIONAL AIRPORT NYC,,
560 RALPH AVE NYC,,
3045 STEINWAY STREET NYC,,
1032 6TH AVE NYC,,
2276 12 AVENUE NYC,,
188 MONTROSE AVE NYC,,
749 ASTOR AVENUE NYC,,
3605 CHURCH AVE NYC,,
1306 SAINT NICHOLAS AVE NYC,,
4316 QUEENS BLVD NYC,,
2132 2ND AVE NYC,,
47 HICKS STREET NYC,,
3007 34 STREET NYC,,
775 FRANKLIN AVE NYC,,
7710 3 AVENUE NYC,,
7111 3 AVENUE NYC,,
2252 BROADWAY NYC,,
134 LAWRENCE ST NYC,,
258 BUFFALO AVE NYC,,
2125 WILLIAMSBRIDGE RD NYC,,
1641 YORK AVE NYC,,
14 BEDFORD STREET NYC,,
3406 31ST AVE NYC,,
9193 UNIVERSITY PLACE NYC,,
97 2ND AVE NYC,,
4882 ARTHUR KILL RD NYC,,
105A DYCKMAN ST NYC,,
226 EAST 54 STREET NYC,,
921 CROSS BAY BLVD NYC,,
559 LORIMER STREET NYC,,
8112 ROOSEVELT AVENUE NYC,,
1138 FLATBUSH AVE NYC,,
195 BEDFORD AVENUE NYC,,
3668 BROADWAY NYC,,
2818 CONEY ISLAND AVENUE NYC,,
6151 188 STREET NYC,,
641 2 AVENUE NYC,,
76 PEARL ST NYC,,
2583 STEINWAY STREET NYC,,
6229 ROOSEVELT AVENUE NYC,,
1300 HYLAN BOULEVARD NYC,,
1757 ARTHUR KILL ROAD NYC,,
55 LEXINGTON AVE NYC,,
14914 41ST AVE NYC,,
4 NEPTUNE AVENUE NYC,,
610 GATEWAY CENTER BLVD NYC,,
5602 4TH AVE NYC,,
245 W 51ST NYC,,
42 W 183RD ST NYC,,
3301 DITMARS BLVD NYC,,
261 1ST AVE NYC,,
6201 BROADWAY NYC,,
145 WEST   55 STREET NYC,,
156 10 AVENUE NYC,,
8824 VAN WYCK EXPRESSWAY NYC,,
220 EAST   86 STREET NYC,,
1621 NOSTRAND AVENUE NYC,,
2826 STEINWAY STREET NYC,,
7104 KISSENA BOULEVARD NYC,,
502 HENRY ST NYC,,
2515 WILLIAMSBRIDGE RD NYC,,
707 9TH AVE NYC,,
545 WEST   27 STREET NYC,,
150 E 58TH ST NYC,,
5501 BROADWAY NYC,,
853 MANHATTAN AVENUE NYC,,
44 EAST   59 STREET NYC,,
109 S PORTLAND AVE NYC,,
390 7 AVENUE NYC,,
36 WILSON AVE NYC,,
8 WEST   18 STREET NYC,,
1539 EAST NEW YORK AVENUE NYC,,
753 WASHINGTON STREET NYC,,
4602 16 AVENUE NYC,,
148 MULBERRY STREET NYC,,
835 CLARKSON AVENUE NYC,,
15 ESSEX ST NYC,,
71 SULLIVAN ST NYC,,
3988 WHITE PLAINS RD NYC,,
18933 LINDEN BLVD NYC,,
7 W 32ND ST NYC,,
7203 20TH AVE NYC,,
2187 CLARENDON ROAD NYC,,
5326 NEW UTRECHT AVENUE NYC,,
3934 BELL BLVD NYC,,
424 KINGS HWY NYC,,
10502 MERRICK BOULEVARD NYC,,
2808 34 STREET NYC,,
1085 2ND AVE NYC,,
156 PRINCE ST NYC,,
704 GRAND ST NYC,,
4413 NEW UTRECHT AVE NYC,,
4923 18TH AVE NYC,,
7804 WOODSIDE AVENUE NYC,,
985 FLUSHING AVENUE NYC,,
283 SAND LANE NYC,,
200 W 14TH ST NYC,,
8501 3 AVENUE NYC,,
10822 QUEENS BOULEVARD NYC,,
19 1 AVENUE NYC,,
4606 8 AVENUE NYC,,
2568 86 STREET NYC,,
117 ORCHARD ST NYC,,
885 9 AVENUE NYC,,
656 6 AVENUE NYC,,
113 7 AVENUE SOUTH NYC,,
428 HUDSON ST NYC,,
7 WEST   47 STREET NYC,,
702 WASHINGTON AVENUE NYC,,
31 WALKER ST NYC,,
155 EAST   55 STREET NYC,,
10123 QUEENS BLVD NYC,,
418 FOREST AVE NYC,,
1427 3RD AVE NYC,,
44B NEW LOTS AVE NYC,,
347 E 54TH ST NYC,,
243 BEDELL AVENUE NYC,,
468 WEST   47 STREET NYC,,
132 UNION STREET NYC,,
8 W TREMONT AVE NYC,,
124 MACDOUGAL STREET NYC,,
1464 86 STREET NYC,,
327 2ND AVE NYC,,
80 MONTAGUE STREET NYC,,
101 WEST   55 STREET NYC,,
241 MULBERRY ST NYC,,
263 BEACH  116 STREET NYC,,
31 WEST   43 STREET NYC,,
54 EAST  181 STREET NYC,,
206 AVENUE A NYC,,
1635 CONEY ISLAND AVENUE NYC,,
9118 ASTORIA BOULEVARD NYC,,
21216 48 AVENUE NYC,,
30 MOTT ST NYC,,
2048 ROCKAWAY PKWY NYC,,
147 W 46TH ST NYC,,
155 EAST   84 STREET NYC,,
2154 NOSTRAND AVE NYC,,
8134 BAXTER AVENUE NYC,,
131 EAST   54 STREET NYC,,
145 BORINQUEN PLACE NYC,,
7201 16TH AVE NYC,,
6541 MYRTLE AVENUE NYC,,
229 COURT STREET NYC,,
9114 59 AVENUE NYC,,
722 BRIGHTON BEACH AVE NYC,,
1740 EASTCHESTER ROAD NYC,,
24 5TH AVE NYC,,
9206 JAMAICA AVE NYC,,
202 9 AVENUE NYC,,
3435 FULTON ST NYC,,
1903 UTOPIA PKWY NYC,,
122 UNION STREET NYC,,
287 7 AVENUE NYC,,
118 W 3RD ST NYC,,
8125 5TH AVE NYC,,
735 CASTLETON AVENUE NYC,,
395 WYTHE AVENUE NYC,,
37 AVENUE A NYC,,
1 W 58TH STREET NYC,,
3755 108 STREET NYC,,
5010 NORTHERN BOULEVARD NYC,,
24825 NORTHERN BLVD NYC,,
601 VANDERBILT AVE NYC,,
1416 AVENUE J NYC,,
173 MONTROSE AVENUE NYC,,
496 EAST  138 STREET NYC,,
825 8 AVENUE NYC,,
1074 1 AVENUE NYC,,
17 MACDOUGAL ST NYC,,
1308 UTICA AVENUE NYC,,
282 KINGS HWY NYC,,
2870 3 AVENUE NYC,,
8145 LEFFERTS BOULEVARD NYC,,
4612 7TH AVE NYC,,
305 W 46TH ST NYC,,
0 VAM CORTLANDT PARK SOUTH NYC,,
1760 CROSBY AVENUE NYC,,
210 EAST 51 STREET NYC,,
63 W 8TH ST NYC,,
251 West 51 St NYC,,
6806 ROOSEVELT AVENUE NYC,,
3115 DITMARS BLVD NYC,,
10319 METROPOLITAN AVE NYC,,
3510 AVENUE S NYC,,
3555 JOHNSON AVE NYC,,
272 WYCKOFF AVENUE NYC,,
1917 7 AVENUE NYC,,
3610 GREENPOINT AVENUE NYC,,
2649 WEBSTER AVENUE NYC,,
14701 UNION TPKE NYC,,
553 W 207TH ST NYC,,
10748 QUEENS BOULEVARD NYC,,
783 HICKS ST NYC,,
2007 65 STREET NYC,,
1559 2ND AVE NYC,,
81 GREENWICH AVENUE NYC,,
668 BAY STREET NYC,,
6802 3 AVENUE NYC,,
4757 41ST STREET NYC,,
1520 SHEEPSHEAD BAY ROAD NYC,,
9300 5TH AVE NYC,,
3757 90TH ST NYC,,
4322 GREENPOINT AVENUE NYC,,
204 MALCOLM X BLVD NYC,,
251 EAST   45 STREET NYC,,
14238 ROOSEVELT AVE NYC,,
4035 21 STREET NYC,,
8716 3RD AVE NYC,,
4007 NATIONAL ST NYC,,
45 1 AVENUE NYC,,
6122 SPRINGFIELD BLVD FL 1ST NYC,,
2237 31ST ST NYC,,
203 BORDEN AVE NYC,,
146 BEEKMAN STREET NYC,,
351 5 AVENUE NYC,,
2366 GRAND CONCRS NYC,,
3601 35 AVENUE NYC,,
990 6 AVENUE NYC,,
4227 35TH AVE NYC,,
4009 30TH AVE NYC,,
