"","Ranking","School Name","Averaged Score (%)"
"210",210,"Brownsville Collegiate Charter School",91
"211",211,"Brooklyn Academy of Science and the Environment",91
"212",212,"Bronx Studio School for Writers and Artists",91
"213",213,"Bronx High School for Medical Science",91
"214",214,"Aviation Career & Technical Education High School",91
"215",215,"Academy of Urban Planning",91
"216",216,"Academy for Conservation and the Environment",91
"217",217,"W. H. Maxwell Career and Technical Education High",90
"218",218,"Urban Assembly School for the Performing Arts",90
"219",219,"Urban Assembly School for Criminal Justice",90
"220",220,"The High School of Fashion Industries",90
"221",221,"The College Academy",90
"222",222,"Sunset Park High School",90
"223",223,"Summit Academy Charter School",90
"224",224,"Secondary School for Law",90
"225",225,"School for Legal Studies",90
"226",226,"Rockaway Park High School for Environmental Sustai",90
"227",227,"Richard R. Green High School of Teaching",90
"228",228,"QUEENS METROPOLITAN HIGH SCHOOL",90
"229",229,"Queens High School for the Sciences at York Colleg",90
"230",230,"Peace and Diversity Academy",90
"231",231,"Pathways in Technology Early College High School (",90
"232",232,"Metropolitan High School, The",90
"233",233,"Manhattan / Hunter Science High School",90
"234",234,"KIPP AMP Charter School",90
"235",235,"J.H.S. 157 Stephen A. Halsey",90
"236",236,"Hyde Leadership Charter School",90
"237",237,"High School for Youth and Community Development at",90
"238",238,"High School for Mathematics, Science and Engineeri",90
"239",239,"Harlem Village Academy Leadership Charter School",90
"240",240,"Gateway School for Environmental Research and Tech",90
"241",241,"Franklin Delano Roosevelt High School",90
"242",242,"Frank Sinatra School of the Arts High School",90
"243",243,"East New York Family Academy",90
"244",244,"Dr. Richard Izquierdo Health and Science Charter S",90
"245",245,"Chelsea Career and Technical Education High School",90
"246",246,"Brooklyn Generation School",90
"247",247,"Brooklyn Community High School of Communication, A",90
"248",248,"Bronx Early College Academy for Teaching & Learnin",90
"249",249,"William E. Grady Career and Technical Education Hi",89
"250",250,"West Bronx Academy for the Future",89
"251",251,"Validus Preparatory Academy: An Expeditionary Lear",89
"252",252,"The Metropolitan Soundview High School",89
"253",253,"THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",89
"254",254,"The High School for Global Citizenship",89
"255",255,"The Equality Charter School",89
"256",256,"THE CINEMA SCHOOL",89
"257",257,"School for Excellence",89
"258",258,"Renaissance Charter High School for Innovation",89
"259",259,"Queens School of Inquiry, The",89
"260",260,"Performing Arts and Technology High School",89
"261",261,"Pan American International High School",89
"262",262,"Newcomers High School",89
"263",263,"New Heights Academy Charter School",89
"264",264,"Mott Hall Bronx High School",89
"265",265,"Millennium High School",89
"266",266,"Leadership and Public Service High School",89
"267",267,"Law, Government and Community Service High School",89
"268",268,"Kurt Hahn Expeditionary Learning School",89
"269",269,"James Madison High School",89
"270",270,"High School of Sports Management",89
"271",271,"Harlem Children's Zone Promise Academy 1 Charter S",89
"272",272,"H.E.R.O. High (Health, Education, and Research Occ",89
"273",273,"Fordham High School for the Arts",89
"274",274,"Eagle Academy for Young Men",89
"275",275,"Democracy Prep Harlem Charter School",89
"276",276,"Civic Leadership Academy",89
"277",277,"Bushwick Leaders High School for Academic Excellen",89
"278",278,"Brooklyn Institute for Liberal Arts",89
"279",279,"Bronx High School of Science",89
"280",280,"Benjamin N. Cardozo High School",89
"281",281,"Baccalaureate School for Global Education",89
"282",282,"Achievement First East New York Charter School",89
"283",283,"Academy for Social Action: A College Board School",89
"284",284,"Academy for Scholarship and Entrepreneurship: A Co",89
"285",285,"Academy for Language and Technology",89
"286",286,"Academy for Health Careers",89
"287",287,"Urban Assembly Institute of Math and Science for Y",88
"288",288,"The Bronxwood Preparatory Academy",88
"289",289,"Susan E. Wagner High School",88
"290",290,"Secondary School for Journalism",88
"291",291,"Samuel Gompers Career and Technical Education High",88
"292",292,"Morris Academy for Collaborative Studies",88
"293",293,"Legacy School for Integrated Studies",88
"294",294,"Harry S Truman High School",88
"295",295,"Harlem Children's Zone Promise Academy II Charter",88
"296",296,"Gotham Professional Arts Academy",88
"297",297,"Gaynor McCown Expeditionary Learning School",88
"298",298,"Food and Finance High School",88
"299",299,"Explorations Academy",88
"300",300,"Crotona International High School",88
"301",301,"Brooklyn Theatre Arts High School",88
"302",302,"Bronx School of Law and Finance",88
"303",303,"Bread & Roses Integrated Arts High School",88
"304",304,"Belmont Preparatory High School",88
"305",305,"ACORN Community High School",88
"306",306,"Academy of Medical Technology: A College Board Sch",88
"307",307,"A. Philip Randolph Campus High School",88
"308",308,"47 The American Sign Language and English Secondar",88
"309",309,"Young Women's Leadership School, Queens",87
"310",310,"Young Women's Leadership School, Astoria",87
"311",311,"Urban Assembly School of Business for Young Women,",87
"312",312,"Urban Assembly School for Media Studies, The",87
"313",313,"Unity Center for Urban Technologies",87
"314",314,"Stuyvesant High School",87
"315",315,"Renaissance Charter School",87
"316",316,"PROGRESS High School for Professional Careers",87
"317",317,"New Utrecht High School",87
"318",318,"Manhattan Village Academy",87
"319",319,"Manhattan International High School",87
"320",320,"Long Island City High School",87
"321",321,"International High School at Lafayette",87
"322",322,"International Arts Business School",87
"323",323,"Information Technology High School",87
"324",324,"High School for Medical Professions",87
"325",325,"High School for Environmental Studies",87
"326",326,"High School for Dual Language and Asian Studies",87
"327",327,"Heritage School, The",87
"328",328,"Henry Street School for International Studies",87
"329",329,"Frederick Douglass Academy VII High School",87
"330",330,"Dr. Susan S. McKinney Secondary School of the Arts",87
"331",331,"Claremont International HS",87
"332",332,"Bronx River High School",87
"333",333,"Bronx Health Sciences High School",87
"334",334,"Bronx Envision Academy",87
"335",335,"Boys and Girls High School",87
"336",336,"Benjamin Banneker Academy",87
"337",337,"Academy of Hospitality and Tourism",87
"338",338,"Academy of American Studies",87
"339",339,"World Academy for Total Community Health High Scho",86
"340",340,"Urban Assembly School for Applied Math and Science",86
"341",341,"Riverdale / Kingsbridge Academy (Middle School / H",86
"342",342,"Quest to Learn",86
"343",343,"Mott Haven Village Preparatory High School",86
"344",344,"Manhattan Center for Science and Mathematics",86
"345",345,"John Bowne High School",86
"346",346,"Hostos-Lincoln Academy of Science",86
"347",347,"High School for Service & Learning at Erasmus",86
"348",348,"High School for Law, Advocacy and Community Justic",86
"349",349,"High School for Arts, Imagination and Inquiry",86
"350",350,"George Westinghouse Career and Technical Education",86
"351",351,"Fort Hamilton High School",86
"352",352,"Forest Hills High School",86
"353",353,"Fordham Leadership Academy for Business and Techno",86
"354",354,"Eleanor Roosevelt High School",86
"355",355,"EBC High School for Public Service - Bushwick",86
"356",356,"Celia Cruz Bronx High School of Music, The",86
"357",357,"BUSINESS OF SPORTS SCHOOL",86
"358",358,"Bronx Lighthouse Charter School",86
"359",359,"Bronx Engineering and Technology Academy",86
"360",360,"Bayside High School",86
"361",361,"Washington Irving High School",85
"362",362,"Urban Assembly High School of Music and Art",85
"363",363,"Thomas A. Edison Career and Technical Education Hi",85
"364",364,"The Marie Curie School for Medicine, Nursing, and",85
"365",365,"The High School for Enterprise, Business and Techn",85
"366",366,"School for Democracy and  Leadership",85
"367",367,"Queens High School of Teaching, Liberal Arts and t",85
"368",368,"Pathways College Preparatory School: A College Boa",85
"369",369,"Mott Hall High School",85
"370",370,"Medgar Evers College Preparatory School",85
"371",371,"Maspeth High School",85
"372",372,"High School of World Cultures",85
"373",373,"High School of Economics and Finance",85
"374",374,"High School for Media and Communications",85
"375",375,"High School for Innovation in Advertising and Medi",85
"376",376,"Gramercy Arts High School",85
"377",377,"Frederick Douglass Academy",85
"378",378,"Excellence Boys Charter School",85
"379",379,"ESPERANZA PREPARATORY ACADEMY",85
"380",380,"Brooklyn Technical High School",85
"381",381,"Brooklyn High School for Law and Technology",85
"382",382,"Brooklyn Collegiate: A College Board School",85
"383",383,"Bronx School for Law, Government and Justice",85
"384",384,"Bronx Leadership Academy High School",85
"385",385,"Bronx Lab School",85
"386",386,"Antonia Pantoja Preparatory Academy: A College Boa",85
"387",387,"Achievement First Crown Heights Charter School",85
"388",388,"Science Skills Center High School for Science, Tec",84
"389",389,"Ralph R. McKee Career and Technical Education High",84
"390",390,"Queens Collegiate: A College Board School",84
"391",391,"Pelham Lab High School",84
"392",392,"Monroe Academy for Visual Arts & Design",84
"393",393,"Mathematics, Science Research and Technology Magne",84
"394",394,"Martin Van Buren High School",84
"395",395,"International Leadership Charter High School",84
"396",396,"In-Tech Academy (M.S. / High School 368)",84
"397",397,"Humanities & Arts Magnet High School",84
"398",398,"High School for Law Enforcement and Public Safety",84
"399",399,"Frederick Douglass Academy II Secondary School",84
"400",400,"Felisa Rincon de Gautier Institute for Law and Pub",84
"401",401,"Curtis High School",84
"402",402,"City College Academy of the Arts",84
"403",403,"Bronx Theatre High School",84
"404",404,"Bronx Academy of Health Careers",84
"405",405,"Alfred E. Smith Career and Technical Education Hig",84
"406",406,"Academy for Environmental Leadership",84
"407",407,"Abraham Lincoln High School",84
"408",408,"Union Square Academy for Health Sciences",83
"409",409,"Transit Tech Career and Technical Education High S",83
"410",410,"The Urban Assembly School for Collaborative Health",83
"411",411,"The Urban Assembly Bronx Academy of Letters",83
"412",412,"New Explorers High School",83
"413",413,"MANHATTAN BUSINESS ACADEMY",83
"414",414,"Leon M. Goldstein High School for the Sciences",83
"415",415,"John Adams High School",83
"416",416,"High School for Violin and Dance",83
"417",417,"High School for Health Careers and Sciences",83
"418",418,"Grover Cleveland High School",83
"419",419,"Frederick Douglass Academy IV Secondary School",83
"420",420,"Frederick Douglass Academy III Secondary School",83
"421",421,"FDNY High School for Fire and Life Safety",83
"422",422,"DeWitt Clinton High School",83
"423",423,"Bronx Preparatory Charter School",83
"424",424,"BRONX BRIDGES HIGH SCHOOL",83
"425",425,"Astor Collegiate Academy",83
"426",426,"Archimedes Academy for Math, Science and Technolog",83
"427",427,"Wadleigh Secondary School for the Performing & Vis",82
"428",428,"Urban Assembly New York Harbor School",82
"429",429,"Tottenville High School",82
"430",430,"The Urban Assembly School for Green Careers",82
"431",431,"The Opportunity Charter School",82
"432",432,"Sheepshead Bay High School",82
"433",433,"Midwood High School",82
"434",434,"Marta Valle High School",82
"435",435,"M.S. 223 The Laboratory School of Finance and Tech",82
"436",436,"Frederick Douglass Academy VI High School",82
"437",437,"Cultural Academy for the Arts and Sciences",82
"438",438,"City Polytechnic High School of Engineering, Archi",82
"439",439,"Bronx Aerospace High School",82
"440",440,"Arts & Media Preparatory Academy",82
"441",441,"Art and Design High School",82
"442",442,"Women's Academy of Excellence",81
"443",443,"The Global Learning Collaborative",81
"444",444,"Teachers Preparatory High School",81
"445",445,"Rockaway Collegiate High School",81
"446",446,"Queens Preparatory Academy",81
"447",447,"N.Y.C. Museum School",81
"448",448,"Life Sciences Secondary School",81
"449",449,"John Dewey High School",81
"450",450,"High School for Contemporary Arts",81
"451",451,"Grace Dodge Career and Technical Education High Sc",81
"452",452,"Foundations Academy",81
"453",453,"Foreign Language Academy of Global Studies",81
"454",454,"Brooklyn High School of the Arts",81
"455",455,"School for International Studies",80
"456",456,"Richmond Hill High School",80
"457",457,"Jacqueline Kennedy Onassis High School",80
"458",458,"Eagle Academy for Young Men III",80
"459",459,"Brooklyn School for Music & Theatre",80
"460",460,"Wings Academy",79
"461",461,"Urban Assembly School for Wildlife Conservation",79
"462",462,"Clara Barton High School",79
"463",463,"August Martin High School",79
"464",464,"The Uft Charter School",78
"465",465,"Herbert H. Lehman High School",78
"466",466,"Cobble Hill School of American Studies",78
"467",467,"Cambria Heights Academy",78
"468",468,"Brooklyn Studio Secondary School",78
"469",469,"High School of Graphic Communication Arts",77
"470",470,"Collegiate Institute for Math and Science",77
"471",471,"Brooklyn Lab School",77
"472",472,"Bronx High School of Business",77
"473",473,"Bronx High School for the Visual Arts",77
"474",474,"Academy for College Preparation and Career Explora",77
"475",475,"Flushing High School",76
"476",476,"Brooklyn School for Global Studies",76
"477",477,"Murry Bergtraum High School for Business Careers",75
"478",478,"New Explorations into Science, Technology and Math",74
"479",479,"Cypress Hills Collegiate Preparatory School",74
"480",480,"High School of Arts and Technology",73
"481",481,"William Cullen Bryant High School",72
"482",482,"Automotive High School",72
"483",483,"Fiorello H. LaGuardia High School of Music & Art a",71
"484",484,"University Prep Charter High School",70
"485",485,"Business, Computer Applications & Entrepreneurship",70
"486",486,"Banana Kelly High School",65
"487",487,"Queens Gateway to Health Sciences Secondary School",64
