DBN,School Name,Rigorous Instruction Rating,Rigorous Instruction - Element Score,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive Responses on School Survey,Rigorous Instruction - Percent Positive Responses on School Survey - City Average,Rigorous Instruction - Borough Positive Responses,Percentage of students who say that they learn a lot from feedback on their work,Percentage of students who say that they learn a lot from feedback on their work - City Average,Percentage of students who know what their teacher wants them to learn in class,Percentage of students who know what their teacher wants them to learn in class - City Average,Percentage of teachers who say that students build on each others' ideas during class discussions,Percentage of teachers who say that students build on each others' ideas during class discussions - City Average,Collaborative Teachers Rating,Collaborative Teachers - Element Score,Quality Review - How well do teachers work with each other?,Collaborative Teachers - Percent Positive Responses on School Survey,Collaborative Teachers - Percent Positive Responses on School Survey - City Average,Collaborative Teachers - Borough Positive Responses,Percentage of teachers who say that they work together to design instructional programs,Percentage of teachers who say that they work together to design instructional programs - City Average,Percentage of teachers who say that they have opportunities to work productively with colleagues in their school,Percentage of teachers who say that they have opportunities to work productively with colleagues in their school - City Average,Percentage of teachers who say that they feel responsible that all students learn,Percentage of teachers who say that they feel responsible that all students learn - City Average,Supportive Environment Rating,Supportive Environment - Element Score,Quality Review - How clearly are high expectations communicated to students and staff?,Supportive Environment - Percent Positive Responses on School Survey,Supportive Environment - Percent Positive Responses on School Survey - City Average,Supportive Environment - Borough Positive Responses,"Percentage of students who feel safe in the hallways, bathrooms, locker room, and cafeteria","Percentage of students who feel safe in the hallways, bathrooms, locker room, and cafeteria - City Average",Percentage of students who say that teachers notice when they are upset or having emotional difficulty,Percentage of students who say that teachers notice when they are upset or having emotional difficulty - City Average,Percentage of students who say that this school supports students in navigating the post-secondary process,Percentage of students who say that this school supports students in navigating the post-secondary process - City Average,Metric City Rating - Least Restrictive Environment,Percentage of Enrollment - Least Restrictive Environment,Population Percentage of Range - Least Restrictive Environment,Metric Value - Least Restrictive Environment,Approaching Target For 2015 - Least Restrictive Environment,Meeting Target For 2015 - Least Restrictive Environment,Exceeding Target For 2015 - Least Restrictive Environment,Metric Score - Least Restrictive Environment,Metric Value - Percentage of Students with 90%+ Attendance,Effective School Leadership Rating,Effective School Leadership - Element Score,Effective School Leadership - Percent Positive Responses on School Survey,Effective School Leadership - Percent Positive Responses on School Survey - City Average,Effective School Leadership - Borough Positive Responses,Percentage of teachers who say that the principal communicates a clear vision for this school,Percentage of teachers who say that the principal communicates a clear vision for this school - City Average,Percentage of teachers who say that curriculum and instruction are well coordinated across different grade levels,Percentage of teachers who say that curriculum and instruction are well coordinated across different grade levels - City Average,Percentage of parents who feel that the principal works to create a sense of community in the school,Percentage of parents who feel that the principal works to create a sense of community in the school - City Average,Strong Family-Community Ties Rating,Strong Family-Community Ties - Element Score,Strong Family-Community Ties Overall - Positive Responses,Strong Family-Community Ties - Percent Positive Responses on School Survey - City Average,Strong Family-Community Ties - Borough Positive Responses,Percentage of parents who say that school staff regularly communicate with them about how the staff can help their children learn,Percentage of parents who say that school staff regularly communicate with them about how the staff can help their children learn - City Average,Percentage of parents who feel that teachers try to understand families' problems and concerns,Percentage of parents who feel that teachers try to understand families' problems and concerns - City Average,Percentage of teachers who say that teachers at this school work closely with families to meet students' needs,Percentage of teachers who say that teachers at this school work closely with families to meet students' needs - City Average,Trust Rating,Trust - Element Score,Trust - Percent Positive Responses on School Survey,Trust - Percent Positive Responses on School Survey - City Average,Trust - Borough Positive Responses,Percentage of teachers who say they trust the principal,Percentage of teachers who say they trust the principal - City Average,Percentage of teachers who say that they trust each other,Percentage of teachers who say that they trust each other - City Average,Percentage of parents who say that school staff work hard to build trusting relationships with them,Percentage of parents who say that school staff work hard to build trusting relationships with them - City Average,Percentage of students who say that teachers treat them with respect,Percentage of students who say that teachers treat them with respect - City Average,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,Quality Review - Dates Of Review,Quality Review - Principal at Time of Review
28Q896,"Young Women's Leadership School, Queens",Approaching Target,2.48,Proficient,Developing,Developing,0.83,0.86,0.87,0.77,0.84,0.87,0.91,0.81,0.81,Approaching Target,2.6,Well Developed,0.85,0.87,0.87,0.85,0.89,0.88,0.85,0.88,0.87,Meeting Target,3.6,Developing,0.79,0.83,0.84,0.84,0.85,0.64,0.72,0.86,0.82,Meeting Target,0.163,0.553,0.52,0.268,0.473,0.682,3.22,0.7,Meeting Target,3.16,0.8,0.82,0.82,0.92,0.87,0.73,0.79,0.89,0.9,Approaching Target,2.84,0.76,0.77,0.74,0.86,0.88,0.89,0.9,0.96,0.94,Meeting Target,3.16,0.87,0.89,0.89,0.77,0.84,0.88,0.87,0.91,0.9,0.79,0.84,0.95,0.72,0.65,"March 12-13, 2014",Mala Panday
30Q286,"Young Women's Leadership School, Astoria",Meeting Target,3.16,Proficient,Developing,Proficient,0.9,0.86,0.87,0.92,0.84,0.95,0.91,0.91,0.81,Meeting Target,3.96,Proficient,0.95,0.87,0.87,1,0.89,0.94,0.85,0.97,0.87,Exceeding Target,4.04,Proficient,0.91,0.83,0.84,0.97,0.85,0.82,0.72,0.93,0.82,Approaching Target,0.069,0.234,0.36,0.268,0.473,0.682,2.47,0.859,Meeting Target,3.2,0.78,0.82,0.82,0.33,0.87,1,0.79,0.87,0.9,Approaching Target,2.8,0.74,0.77,0.74,0.91,0.88,0.92,0.9,0.97,0.94,Meeting Target,3.48,0.87,0.89,0.89,0.55,0.84,1,0.87,0.91,0.9,0.96,0.84,0.95,0.92,0.59,42114,Lisa Lauritzen
14K614,Young Women's Leadership School of Brooklyn,Meeting Target,3.96,Well Developed,Proficient,Well Developed,0.84,0.86,0.86,0.83,0.84,0.92,0.91,0.7,0.81,Exceeding Target,4.36,Well Developed,0.88,0.87,0.87,0.9,0.89,1,0.85,0.94,0.87,Meeting Target,3.76,Well Developed,0.85,0.83,0.82,0.9,0.85,0.72,0.72,0.91,0.82,Approaching Target,0.142,0.481,0.38,0.268,0.473,0.682,2.56,0.713,Meeting Target,3.52,0.83,0.82,0.82,0.9,0.87,0.74,0.79,0.96,0.9,Meeting Target,3.72,0.81,0.77,0.77,0.94,0.88,0.96,0.9,0.97,0.94,Exceeding Target,4.08,0.93,0.89,0.89,0.87,0.84,0.94,0.87,0.96,0.9,0.85,0.84,0.92,0.97,0.7,"March 3-4, 2014",Talana Bradley
04M610,Young Women's Leadership School,Exceeding Target,4.16,Well Developed,Well Developed,Proficient,0.9,0.86,0.86,0.85,0.84,0.93,0.91,0.9,0.81,Exceeding Target,4.84,Well Developed,0.97,0.87,0.87,1,0.89,0.97,0.85,1,0.87,Meeting Target,3.96,Well Developed,0.87,0.83,0.84,0.9,0.85,0.72,0.72,0.91,0.82,Approaching Target,0.129,0.437,0.29,0.268,0.473,0.682,2.09,0.837,Exceeding Target,4.2,0.92,0.82,0.82,1,0.87,1,0.79,0.92,0.9,Approaching Target,2.52,0.72,0.77,0.76,0.86,0.88,0.9,0.9,1,0.94,Exceeding Target,4.16,0.94,0.89,0.89,0.97,0.84,1,0.87,0.87,0.9,0.89,0.84,0.95,1,0.69,42123,Althea Bradshaw-Tyson
28Q284,York Early College Academy,Meeting Target,3.88,Well Developed,Proficient,Proficient,0.9,0.86,0.87,0.9,0.84,0.93,0.91,0.83,0.81,Meeting Target,3.72,Well Developed,0.91,0.87,0.87,0.94,0.89,0.85,0.85,0.89,0.87,Exceeding Target,4.32,Proficient,0.88,0.83,0.84,0.91,0.85,0.72,0.72,0.86,0.82,Approaching Target,0.097,0.329,0.41,0.268,0.473,0.682,2.67,0.913,Meeting Target,3.56,0.83,0.82,0.82,0.94,0.87,0.86,0.79,0.94,0.9,Meeting Target,3.28,0.78,0.77,0.74,0.9,0.88,0.92,0.9,1,0.94,Meeting Target,3.88,0.91,0.89,0.89,0.83,0.84,0.81,0.87,0.92,0.9,0.88,0.84,0.98,1,0.87,42025,Deborah Burnett
10X353,World View High School,N/A,NA,Proficient,Proficient,Proficient,0.97,0.85,0.84,0.89,0.84,0.92,0.9,1,0.78,N/A,NA,Proficient,0.97,0.86,0.85,1,0.91,1,0.85,1,0.89,N/A,NA,Well Developed,0.84,0.83,0.82,0.81,0.84,0.67,0.71,0.85,0.82,Meeting Target,0.116,0.393,0.65,0.268,0.473,0.682,3.85,0.64,N/A,NA,0.96,0.82,0.81,1,0.86,1,0.82,0.87,0.89,N/A,NA,0.77,0.75,0.76,0.88,0.88,0.87,0.9,0.9,0.91,N/A,NA,0.93,0.89,0.88,1,0.82,1,0.87,0.83,0.91,0.84,0.86,0.94,1,0.81,42011,Martin Hernandez
25Q285,World Journalism Preparatory: A College Board Scho,Exceeding Target,4.48,Well Developed,Well Developed,Well Developed,0.92,0.86,0.87,0.77,0.84,0.88,0.91,0.97,0.81,Exceeding Target,4.52,Proficient,0.92,0.87,0.87,1,0.89,0.94,0.85,0.94,0.87,Meeting Target,3.12,Well Developed,0.83,0.83,0.84,0.88,0.85,0.66,0.72,0.63,0.82,Not Meeting Target,0.195,0.661,0.12,0.268,0.473,0.682,1.44,0.762,Meeting Target,3.64,0.85,0.82,0.82,0.94,0.87,0.86,0.79,0.91,0.9,Approaching Target,2.96,0.76,0.77,0.74,0.9,0.88,0.92,0.9,1,0.94,Meeting Target,3.72,0.91,0.89,0.89,0.91,0.84,0.91,0.87,0.92,0.9,0.86,0.84,0.74,0.95,0.45,41955,Cynthia Schneider
19K510,World Academy for Total Community Health High Scho,Approaching Target,2.92,Proficient,Developing,Developing,0.91,0.85,0.86,0.83,0.84,0.88,0.9,0.81,0.78,Meeting Target,3.48,Proficient,0.87,0.86,0.87,0.8,0.91,0.8,0.85,1,0.89,Approaching Target,2.92,Proficient,0.78,0.83,0.82,0.76,0.84,0.73,0.71,0.75,0.82,Exceeding Target,0.183,0.62,1.21,0.268,0.473,0.682,4.99,0.476,Meeting Target,3.44,0.85,0.82,0.82,0.9,0.86,0.81,0.82,0.85,0.89,Meeting Target,3,0.74,0.75,0.77,0.88,0.88,0.9,0.9,0.85,0.91,Meeting Target,3.04,0.86,0.89,0.89,0.83,0.82,0.8,0.87,0.91,0.91,0.81,0.86,0.9,1,0.31,41983,Claudette Christie
08X282,Women's Academy of Excellence,Approaching Target,2.52,Proficient,Developing,Developing,0.84,0.85,0.84,0.69,0.84,0.78,0.9,0.77,0.78,Meeting Target,3.24,Proficient,0.84,0.86,0.85,0.92,0.91,0.75,0.85,0.91,0.89,Approaching Target,2.08,Proficient,0.66,0.83,0.82,0.63,0.84,0.54,0.71,0.53,0.82,Approaching Target,0.188,0.637,0.45,0.268,0.473,0.682,2.87,0.359,Approaching Target,2.92,0.78,0.82,0.81,0.83,0.86,0.91,0.82,0.64,0.89,Approaching Target,2.28,0.66,0.75,0.76,0.58,0.88,0.71,0.9,0.83,0.91,Approaching Target,2.32,0.81,0.89,0.88,0.9,0.82,1,0.87,0.72,0.91,0.66,0.86,0.65,0.46,0.18,42143,Arnette Crocker
12X684,Wings Academy,Approaching Target,2.16,Developing,Developing,Developing,0.79,0.85,0.84,0.75,0.84,0.8,0.9,0.5,0.78,Meeting Target,3.2,Proficient,0.83,0.86,0.85,0.88,0.91,0.79,0.85,1,0.89,Approaching Target,2.6,Proficient,0.74,0.83,0.82,0.77,0.84,0.58,0.71,0.67,0.82,Exceeding Target,0.23,0.78,0.77,0.268,0.473,0.682,4.26,0.454,Approaching Target,2.44,0.74,0.82,0.81,0.92,0.86,0.84,0.82,0.8,0.89,Approaching Target,2.32,0.7,0.75,0.76,0.76,0.88,0.74,0.9,0.88,0.91,Not Meeting Target,1.84,0.79,0.89,0.88,0.74,0.82,0.79,0.87,0.76,0.91,0.67,0.86,0.64,0.76,0.22,42046,Tuwanna Williams-Gray
