,ID,SchoolName,Type,Number
1894,09X260,Bronx Center for Science and Mathematics,NYS.Public,0.10
1895,12X479,Bronx Career and College Preparatory High School,NYS.Public,0.04
1896,08X432,BRONX BRIDGES HIGH SCHOOL,NYS.Public,NA
1897,11X545,Bronx Aerospace High School,NYS.Public,0.06
1898,11X290,Bronx Academy of Health Careers,NYS.Public,0.08
1899,10X264,Bronx Academy for Software Engineering (BASE),NYS.Public,NA
1900,05M685,Bread & Roses Integrated Arts High School,NYS.Public,0.06
1901,16K455,Boys and Girls High School,NYS.Public,0.04
1902,26Q415,Benjamin N. Cardozo High School,NYS.Public,0.18
1903,29Q313,Benjamin Franklin High School for Finance & Inform,NYS.Public,NA
1904,13K670,Benjamin Banneker Academy,NYS.Public,0.16
1905,10X434,Belmont Preparatory High School,NYS.Public,0.13
1906,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,NYS.Public,NA
1907,13K595,Bedford Academy High School,NYS.Public,0.12
1908,03M479,Beacon High School,NYS.Public,0.18
1909,26Q495,Bayside High School,NYS.Public,0.19
1910,02M411,Baruch College Campus High School,NYS.Public,0.24
1911,24Q299,Bard High School Early College Queens,NYS.Public,0.18
1912,01M696,Bard High School Early College,NYS.Public,0.12
1913,08X530,Banana Kelly High School,NYS.Public,0.10
1914,30Q580,Baccalaureate School for Global Education,NYS.Public,0.13
1915,24Q610,Aviation Career & Technical Education High School,NYS.Public,0.09
1916,14K610,Automotive High School,NYS.Public,0.03
1917,27Q400,August Martin High School,NYS.Public,0.08
1918,11X299,Astor Collegiate Academy,NYS.Public,0.07
1919,18K589,Arts & Media Preparatory Academy,NYS.Public,0.00
1920,02M630,Art and Design High School,NYS.Public,0.12
1921,08X367,"Archimedes Academy for Math, Science and Technolog",NYS.Public,NA
1922,08X376,Antonia Pantoja Preparatory Academy: A College Boa,NYS.Public,NA
1923,32K554,All City Leadership Secondary School,NYS.Public,0.00
1924,07X600,Alfred E. Smith Career and Technical Education Hig,NYS.Public,0.08
1925,13K499,ACORN Community High School,NYS.Public,0.09
1926,84K508,Achievement First Endeavor Charter School,NYS.Public,NA
1927,84K358,Achievement First East New York Charter School,NYS.Public,NA
1928,84K356,Achievement First Crown Heights Charter School,NYS.Public,0.32
1929,84K538,Achievement First Bushwick Charter School,NYS.Public,NA
1930,32K552,Academy of Urban Planning,NYS.Public,0.05
1931,27Q309,Academy of Medical Technology: A College Board Sch,NYS.Public,0.12
1932,19K618,Academy of Innovative Technology,NYS.Public,0.06
1933,17K408,Academy of Hospitality and Tourism,NYS.Public,0.06
1934,24Q264,Academy of Finance and  Enterprise,NYS.Public,0.07
1935,30Q575,Academy of American Studies,NYS.Public,0.13
1936,19K404,Academy for Young Writers,NYS.Public,0.12
1937,02M546,Academy for Software Engineering,NYS.Public,NA
1938,05M367,Academy for Social Action: A College Board School,NYS.Public,0.10
1939,11X270,Academy for Scholarship and Entrepreneurship: A Co,NYS.Public,0.17
1940,09X365,Academy for Language and Technology,NYS.Public,0.01
1941,17K751,Academy for Health Careers,NYS.Public,NA
1942,32K403,Academy for Environmental Leadership,NYS.Public,0.00
1943,18K637,Academy for Conservation and the Environment,NYS.Public,0.03
1944,17K382,Academy for College Preparation and Career Explora,NYS.Public,0.06
1945,30Q301,Academy for Careers in Television and Film,NYS.Public,0.14
1946,21K410,Abraham Lincoln High School,NYS.Public,0.04
1947,06M540,A. Philip Randolph Campus High School,NYS.Public,0.08
1948,02M047,47 The American Sign Language and English Secondar,NYS.Public,0.11
1949,28Q896,"Young Women's Leadership School, Queens",NYS.Private,0.23
1950,30Q286,"Young Women's Leadership School, Astoria",NYS.Private,0.56
1951,14K614,Young Women's Leadership School of Brooklyn,NYS.Private,NA
1952,04M610,Young Women's Leadership School,NYS.Private,0.27
1953,28Q284,York Early College Academy,NYS.Private,0.00
1954,10X353,World View High School,NYS.Private,NA
1955,25Q285,World Journalism Preparatory: A College Board Scho,NYS.Private,0.13
1956,19K510,World Academy for Total Community Health High Scho,NYS.Private,0.05
1957,08X282,Women's Academy of Excellence,NYS.Private,0.12
1958,12X684,Wings Academy,NYS.Private,0.05
1959,14K561,Williamsburg Preparatory School,NYS.Private,0.21
1960,14K558,Williamsburg High School for Architecture and Desi,NYS.Private,0.03
1961,84K355,Williamsburg Collegiate Charter School,NYS.Private,0.19
1962,84K473,Williamsburg Charter High School,NYS.Private,0.08
1963,21K620,William E. Grady Career and Technical Education Hi,NYS.Private,0.03
1964,30Q445,William Cullen Bryant High School,NYS.Private,0.07
1965,08X558,Westchester Square Academy,NYS.Private,NA
1966,10X243,West Bronx Academy for the Future,NYS.Private,0.11
1967,02M460,Washington Irving High School,NYS.Private,0.04
1968,06M348,Washington Heights Expeditionary Learning School,NYS.Private,0.08
1969,03M415,Wadleigh Secondary School for the Performing & Vis,NYS.Private,0.10
1970,19K660,W. H. Maxwell Career and Technical Education High,NYS.Private,0.04
1971,18K576,Victory Collegiate High School,NYS.Private,0.13
1972,25Q240,Veritas Academy,NYS.Private,NA
1973,02M449,Vanguard High School,NYS.Private,0.15
1974,09X263,Validus Preparatory Academy: An Expeditionary Lear,NYS.Private,0.05
1975,02M300,"Urban Assembly School of Design and Construction,",NYS.Private,0.09
1976,02M316,"Urban Assembly School of Business for Young Women,",NYS.Private,0.15
1977,12X372,Urban Assembly School for Wildlife Conservation,NYS.Private,NA
1978,05M369,Urban Assembly School for the Performing Arts,NYS.Private,0.16
1979,03M307,"Urban Assembly School for Media Studies, The",NYS.Private,0.04
1980,20K609,Urban Assembly School for Criminal Justice,NYS.Private,NA
1981,07X548,Urban Assembly School for Careers in Sports,NYS.Private,0.09
1982,09X241,Urban Assembly School for Applied Math and Science,NYS.Private,0.19
1983,02M551,Urban Assembly New York Harbor School,NYS.Private,0.09
1984,02M282,Urban Assembly Maker Academy,NYS.Private,NA
1985,13K527,Urban Assembly Institute of Math and Science for Y,NYS.Private,0.08
1986,13K350,Urban Assembly High School of Music and Art,NYS.Private,0.02
1987,02M507,Urban Assembly Gateway School for Technology,NYS.Private,NA
1988,02M305,"Urban Assembly Academy of Government and Law, The",NYS.Private,0.11
1989,18K642,Urban Action Academy,NYS.Private,0.16
1990,84X393,University Prep Charter High School,NYS.Private,0.23
1991,01M448,University Neighborhood High School,NYS.Private,0.03
1992,07X495,University Heights Secondary School,NYS.Private,0.10
1993,02M500,Unity Center for Urban Technologies,NYS.Private,0.06
1994,02M533,Union Square Academy for Health Sciences,NYS.Private,NA
1995,19K615,Transit Tech Career and Technical Education High S,NYS.Private,0.02
1996,25Q525,Townsend Harris High School,NYS.Private,0.28
1997,31R455,Tottenville High School,NYS.Private,0.09
1998,05M670,Thurgood Marshall Academy for Learning and Social,NYS.Private,0.10
1999,28Q620,Thomas A. Edison Career and Technical Education Hi,NYS.Private,0.09
2000,10X225,Theatre Arts Production Company School,NYS.Private,0.17
2001,13K483,The Urban Assembly School for Law and Justice,NYS.Private,0.13
2002,03M402,The Urban Assembly School for Green Careers,NYS.Private,0.02
2003,05M157,The Urban Assembly School for Global Commerce,NYS.Private,NA
2004,02M135,The Urban Assembly School for Emergency Management,NYS.Private,NA
2005,19K764,The Urban Assembly School for Collaborative Health,NYS.Private,NA
2006,07X551,The Urban Assembly Bronx Academy of Letters,NYS.Private,0.08
2007,84K359,The Uft Charter School,NYS.Private,0.03
2008,19K683,"The School for Classics: An Academy of Thinkers, W",NYS.Private,0.14
2009,84M279,The Opportunity Charter School,NYS.Private,0.09
2010,31R080,The Michael J. Petrides School,NYS.Private,0.11
2011,12X521,The Metropolitan Soundview High School,NYS.Private,NA
2012,10X237,"The Marie Curie School for Medicine, Nursing, and",NYS.Private,0.07
2013,02M600,The High School of Fashion Industries,NYS.Private,0.08
2014,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,NYS.Private,0.10
2015,17K528,The High School for Global Citizenship,NYS.Private,0.06
2016,14K478,"The High School for Enterprise, Business and Techn",NYS.Private,0.09
2017,03M403,The Global Learning Collaborative,NYS.Private,0.03
2018,84X488,The Equality Charter School,NYS.Private,NA
2019,06M462,The College Academy,NYS.Private,0.07
2020,12X478,THE CINEMA SCHOOL,NYS.Private,0.12
2021,32K168,The Brooklyn School for Math and Research,NYS.Private,NA
2022,16K688,The Brooklyn Academy of Global Finance,NYS.Private,0.15
2023,11X514,The Bronxwood Preparatory Academy,NYS.Private,0.10
2024,23K697,Teachers Preparatory High School,NYS.Private,0.02
2025,02M519,Talent Unlimited High School,NYS.Private,0.14
2026,31R460,Susan E. Wagner High School,NYS.Private,0.11
2027,15K667,Sunset Park High School,NYS.Private,0.09
2028,84K730,Summit Academy Charter School,NYS.Private,NA
2029,02M475,Stuyvesant High School,NYS.Private,0.27
2030,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,NYS.Private,NA
2031,31R605,Staten Island Technical High School,NYS.Private,0.21
2032,03M859,Special Music School,NYS.Private,NA
2033,07X221,South Bronx Preparatory: A College Board School,NYS.Private,0.08
2034,22K495,Sheepshead Bay High School,NYS.Private,0.05
2035,15K462,Secondary School for Law,NYS.Private,0.03
2036,15K463,Secondary School for Journalism,NYS.Private,0.07
2037,17K543,"Science, Technology and Research Early College Hig",NYS.Private,0.10
2038,13K419,"Science Skills Center High School for Science, Tec",NYS.Private,0.08
2039,08X348,Schuylerville Preparatory High School,NYS.Private,NA
2040,02M413,School of the Future High School,NYS.Private,0.23
2041,08X559,School for Tourism and Hospitality,NYS.Private,NA
2042,14K477,School for Legal Studies,NYS.Private,0.04
2043,15K497,School for International Studies,NYS.Private,0.01
2044,17K531,"School for Human Rights, The",NYS.Private,0.07
2045,09X404,School for Excellence,NYS.Private,0.03
2046,17K533,School for Democracy and  Leadership,NYS.Private,0.04
2047,27Q323,Scholars' Academy,NYS.Private,0.33
2048,07X655,Samuel Gompers Career and Technical Education High,NYS.Private,0.07
2049,27Q324,Rockaway Park High School for Environmental Sustai,NYS.Private,NA
2050,27Q351,Rockaway Collegiate High School,NYS.Private,NA
2051,27Q308,Robert H. Goddard High School of Communication Art,NYS.Private,0.12
2052,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",NYS.Private,0.07
2053,25Q670,Robert F. Kennedy Community High School,NYS.Private,0.06
2054,10X141,Riverdale / Kingsbridge Academy (Middle School / H,NYS.Private,0.09
2055,27Q475,Richmond Hill High School,NYS.Private,0.02
2056,02M580,Richard R. Green High School of Teaching,NYS.Private,0.10
2057,02M531,Repertory Company High School for Theatre Arts,NYS.Private,0.11
2058,08X293,Renaissance High School for Musical Theater & Tech,NYS.Private,0.23
2059,84Q705,Renaissance Charter School,NYS.Private,0.11
2060,84M433,Renaissance Charter High School for Innovation,NYS.Private,NA
2061,31R600,Ralph R. McKee Career and Technical Education High,NYS.Private,0.04
2062,21K344,Rachel Carson High School for Coastal Studies,NYS.Private,0.06
2063,02M422,Quest to Learn,NYS.Private,NA
2064,24Q600,Queens Vocational and Technical High School,NYS.Private,0.03
2065,25Q252,"Queens School of Inquiry, The",NYS.Private,0.16
2066,29Q248,Queens Preparatory Academy,NYS.Private,0.06
2067,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,NYS.Private,NA
2068,26Q566,"Queens High School of Teaching, Liberal Arts and t",NYS.Private,0.12
2069,28Q687,Queens High School for the Sciences at York Colleg,NYS.Private,0.28
2070,25Q241,Queens High School for Language Studies,NYS.Private,NA
2071,27Q302,"Queens High School for Information, Research, and",NYS.Private,0.06
2072,28Q680,Queens Gateway to Health Sciences Secondary School,NYS.Private,0.16
2073,28Q310,Queens Collegiate: A College Board School,NYS.Private,0.06
2074,14K474,PROGRESS High School for Professional Careers,NYS.Private,0.05
2075,02M408,Professional Performing Arts High School,NYS.Private,0.20
2076,29Q283,Preparatory Academy for Writers: A College Board S,NYS.Private,0.05
2077,31R445,Port Richmond High School,NYS.Private,0.07
2078,19K507,Performing Arts and Technology High School,NYS.Private,0.07
2079,11X542,Pelham Preparatory Academy,NYS.Private,0.10
2080,08X320,Pelham Lab High School,NYS.Private,NA
2081,12X278,Peace and Diversity Academy,NYS.Private,0.07
2082,17K122,Pathways in Technology Early College High School (,NYS.Private,NA
2083,29Q259,Pathways College Preparatory School: A College Boa,NYS.Private,0.16
2084,15K464,Park Slope Collegiate,NYS.Private,0.05
2085,04M495,Park East High School,NYS.Private,0.07
2086,12X388,Pan American International High School at Monroe,NYS.Private,0.00
2087,24Q296,Pan American International High School,NYS.Private,0.01
2088,02M298,Pace High School,NYS.Private,0.26
2089,08X305,Pablo Neruda Academy,NYS.Private,0.05
2090,22K611,Origins High School,NYS.Private,NA
2091,84K777,Ocean Hill Collegiate Charter School,NYS.Private,NA
2092,02M376,NYC iSchool,NYS.Private,0.17
2093,84X395,"NYC Charter High School for Architecture, Engineer",NYS.Private,0.15
2094,84K693,Northside Charter High School,NYS.Private,0.24
2095,24Q455,Newtown High School,NYS.Private,0.03
2096,30Q555,Newcomers High School,NYS.Private,0.02
2097,11X513,New World High School,NYS.Private,0.11
2098,84X553,New Visions Charter High School for the Humanities,NYS.Private,NA
2099,84X539,New Visions Charter High School for Advanced Math,NYS.Private,NA
2100,20K445,New Utrecht High School,NYS.Private,0.05
2101,84M353,New Heights Academy Charter School,NYS.Private,0.05
2102,07X547,New Explorers High School,NYS.Private,0.06
2103,01M539,"New Explorations into Science, Technology and Math",NYS.Private,0.20
2104,31R440,New Dorp High School,NYS.Private,0.06
2105,02M543,New Design High School,NYS.Private,0.06
2106,16K765,Nelson Mandela High School,NYS.Private,NA
2107,02M414,N.Y.C. Museum School,NYS.Private,0.18
2108,02M412,N.Y.C. Lab School for Collaborative Studies,NYS.Private,0.19
2109,02M520,Murry Bergtraum High School for Business Careers,NYS.Private,0.06
2110,19K583,Multicultural High School,NYS.Private,0.02
2111,07X473,Mott Haven Village Preparatory High School,NYS.Private,0.07
2112,12X242,Mott Hall V,NYS.Private,NA
2113,05M304,Mott Hall High School,NYS.Private,0.16
2114,09X252,Mott Hall Bronx High School,NYS.Private,0.15
2115,09X297,Morris Academy for Collaborative Studies,NYS.Private,0.05
2116,12X692,Monroe Academy for Visual Arts & Design,NYS.Private,0.06
2117,02M418,Millennium High School,NYS.Private,0.15
2118,15K684,Millennium Brooklyn HS,NYS.Private,NA
2119,08X312,Millennium Art Academy,NYS.Private,0.12
2120,22K405,Midwood High School,NYS.Private,0.13
2121,24Q520,Middle College High School at LaGuardia Community,NYS.Private,0.11
2122,12X248,"Metropolitan High School, The",NYS.Private,0.15
2123,28Q167,Metropolitan Expeditionary Learning School,NYS.Private,NA
2124,17K590,Medgar Evers College Preparatory School,NYS.Private,0.09
2125,29Q492,"Mathematics, Science Research and Technology Magne",NYS.Private,0.07
2126,84K733,"Math, Engineering, and Science Academy Charter Hig",NYS.Private,NA
2127,24Q585,Maspeth High School,NYS.Private,NA
2128,26Q435,Martin Van Buren High School,NYS.Private,0.07
2129,01M509,Marta Valle High School,NYS.Private,0.04
2130,10X477,Marble Hill High School for International Studies,NYS.Private,0.06
2131,02M439,Manhattan Village Academy,NYS.Private,0.07
2132,03M283,Manhattan Theatre Lab High School,NYS.Private,0.01
2133,02M459,Manhattan International High School,NYS.Private,0.03
2134,02M280,Manhattan Early College School for Advertising,NYS.Private,NA
2135,04M435,Manhattan Center for Science and Mathematics,NYS.Private,0.15
2136,02M392,MANHATTAN BUSINESS ACADEMY,NYS.Private,0.10
2137,02M542,Manhattan Bridges High School,NYS.Private,0.05
2138,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,NYS.Private,NA
2139,03M541,Manhattan / Hunter Science High School,NYS.Private,0.10
2140,07X223,M.S. 223 The Laboratory School of Finance and Tech,NYS.Private,NA
2141,14K586,Lyons Community School,NYS.Private,0.04
2142,02M308,Lower Manhattan Arts Academy,NYS.Private,0.10
2143,30Q450,Long Island City High School,NYS.Private,0.03
2144,02M655,Life Sciences Secondary School,NYS.Private,0.11
2145,21K559,Life Academy High School for Film and Music,NYS.Private,0.07
2146,22K535,Leon M. Goldstein High School for the Sciences,NYS.Private,0.09
2147,02M429,Legacy School for Integrated Studies,NYS.Private,0.06
2148,09X276,Leadership Institute,NYS.Private,0.04
2149,02M425,Leadership and Public Service High School,NYS.Private,0.06
2150,29Q494,"Law, Government and Community Service High School",NYS.Private,0.01
2151,02M419,Landmark High School,NYS.Private,0.09
2152,18K569,Kurt Hahn Expeditionary Learning School,NYS.Private,0.01
2153,10X374,Knowledge and Power Preparatory Academy Internatio,NYS.Private,0.09
2154,84M726,KIPP STAR College Prep Charter School,NYS.Private,0.14
2155,84M336,KIPP Infinity Charter School,NYS.Private,0.21
2156,84K357,KIPP AMP Charter School,NYS.Private,0.18
2157,84X704,KIPP Academy Charter School,NYS.Private,0.21
2158,10X268,Kingsbridge International High School,NYS.Private,0.02
2159,21K468,Kingsborough Early College School,NYS.Private,0.00
2160,84K608,Kings Collegiate Charter School,NYS.Private,NA
2161,15K592,Khalil Gibran International Academy,NYS.Private,NA
2162,14K071,Juan Morel Campos Secondary School,NYS.Private,0.06
2163,09X414,Jonathan Levin High School for Media and Communica,NYS.Private,0.06
2164,84R067,John W. Lavelle Preparatory Charter School,NYS.Private,NA
2165,21K540,John Dewey High School,NYS.Private,0.08
2166,25Q425,John Bowne High School,NYS.Private,0.05
2167,27Q480,John Adams High School,NYS.Private,0.02
2168,08X650,Jane Addams High School for Academic Careers,NYS.Private,0.04
2169,22K425,James Madison High School,NYS.Private,0.06
2170,28Q350,Jamaica Gateway to the Sciences,NYS.Private,0.05
2171,02M529,Jacqueline Kennedy Onassis High School,NYS.Private,0.06
2172,28Q157,J.H.S. 157 Stephen A. Halsey,NYS.Private,NA
2173,18K563,It Takes a Village Academy,NYS.Private,0.11
2174,06M211,Inwood Early College for Health and Information Te,NYS.Private,NA
2175,10X342,International School for Liberal Arts,NYS.Private,0.12
2176,84X347,International Leadership Charter High School,NYS.Private,0.25
2177,24Q236,International High School for Health Sciences,NYS.Private,NA
2178,02M438,International High School at Union Square,NYS.Private,NA
2179,17K524,International High School at Prospect Heights,NYS.Private,0.03
2180,24Q530,International High School at LaGuardia Community C,NYS.Private,0.08
2181,21K337,International High School at Lafayette,NYS.Private,0.06
2182,07X334,International Community High School,NYS.Private,0.04
2183,17K544,International Arts Business School,NYS.Private,0.02
2184,10X368,In-Tech Academy (M.S. / High School 368),NYS.Private,0.13
2185,29Q243,Institute for Health Professions at Cambria Height,NYS.Private,NA
2186,02M407,Institute for Collaborative Education,NYS.Private,0.16
2187,30Q502,Information Technology High School,NYS.Private,0.05
2188,84X345,Hyde Leadership Charter School,NYS.Private,0.23
2189,29Q498,Humanities & Arts Magnet High School,NYS.Private,0.06
2190,02M437,Hudson High School of Learning Technologies,NYS.Private,NA
2191,07X500,Hostos-Lincoln Academy of Science,NYS.Private,0.04
2192,08X332,Holcombe L. Rucker School of Community Research,NYS.Private,0.11
2193,28Q325,Hillside Arts & Letters Academy,NYS.Private,NA
2194,28Q505,Hillcrest High School,NYS.Private,0.05
2195,12X550,High School of World Cultures,NYS.Private,0.11
2196,21K348,High School of Sports Management,NYS.Private,0.11
2197,11X509,High School of Language and Innovation,NYS.Private,NA
2198,02M296,High School of Hospitality Management,NYS.Private,0.10
2199,02M625,High School of Graphic Communication Arts,NYS.Private,0.04
2200,02M489,High School of Economics and Finance,NYS.Private,0.07
2201,11X275,High School of Computers and Technology,NYS.Private,0.11
2202,03M494,High School of Arts and Technology,NYS.Private,0.04
2203,24Q267,High School of Applied Communication,NYS.Private,0.02
2204,10X696,High School of American Studies at Lehman College,NYS.Private,0.19
2205,20K485,High School of  Telecommunication Arts and Technol,NYS.Private,0.11
2206,17K537,High School for Youth and Community Development at,NYS.Private,0.01
2207,09X543,High School for Violin and Dance,NYS.Private,0.23
2208,10X433,High School for Teaching and the Professions,NYS.Private,0.06
2209,17K539,High School for Service & Learning at Erasmus,NYS.Private,0.04
2210,17K546,High School for Public Service: Heroes  of Tomorro,NYS.Private,0.05
2211,18K633,High School for Medical Professions,NYS.Private,0.18
2212,06M463,High School for Media and Communications,NYS.Private,0.08
2213,05M692,"High School for Mathematics, Science and Engineeri",NYS.Private,0.15
2214,03M492,"High School for Law, Advocacy and Community Justic",NYS.Private,0.07
2215,28Q690,High School for Law Enforcement and Public Safety,NYS.Private,0.08
2216,06M467,High School for Law and Public Service,NYS.Private,0.05
2217,18K617,High School for Innovation in Advertising and Medi,NYS.Private,0.04
2218,02M420,High School for Health Professions and Human Servi,NYS.Private,0.09
2219,06M468,High School for Health Careers and Sciences,NYS.Private,0.07
2220,02M400,High School for Environmental Studies,NYS.Private,0.13
2221,10X565,High School for Energy and Technology,NYS.Private,NA
2222,02M545,High School for Dual Language and Asian Studies,NYS.Private,0.05
2223,11X544,High School for Contemporary Arts,NYS.Private,0.09
2224,27Q650,"High School for Construction Trades, Engineering a",NYS.Private,0.07
2225,28Q328,High School for Community Leadership,NYS.Private,NA
2226,19K504,High School for Civil Rights,NYS.Private,0.02
2227,03M299,"High School for Arts, Imagination and Inquiry",NYS.Private,0.16
2228,24Q550,High School for Arts and Business,NYS.Private,0.02
2229,04M680,"Heritage School, The",NYS.Private,0.08
2230,08X405,Herbert H. Lehman High School,NYS.Private,0.08
2231,01M292,Henry Street School for International Studies,NYS.Private,0.04
2232,07X670,Health Opportunities High School,NYS.Private,0.10
2233,02M534,Harvest Collegiate High School,NYS.Private,NA
2234,11X455,Harry S Truman High School,NYS.Private,0.12
2235,84M335,Harlem Village Academy Leadership Charter School,NYS.Private,0.42
2236,84M709,Harlem Village Academy Charter School,NYS.Private,0.50
2237,84M341,Harlem Children's Zone Promise Academy II Charter,NYS.Private,NA
2238,84M284,Harlem Children's Zone Promise Academy 1 Charter S,NYS.Private,0.05
2239,07X259,"H.E.R.O. High (Health, Education, and Research Occ",NYS.Private,NA
2240,24Q485,Grover Cleveland High School,NYS.Private,0.04
2241,06M552,Gregorio Luperon High School for Science and Mathe,NYS.Private,0.03
2242,14K454,Green School: An Academy for Environmental Careers,NYS.Private,0.03
2243,02M374,Gramercy Arts High School,NYS.Private,0.09
2244,10X660,Grace Dodge Career and Technical Education High Sc,NYS.Private,0.02
2245,16K594,Gotham Professional Arts Academy,NYS.Private,0.12
2246,13K605,George Westinghouse Career and Technical Education,NYS.Private,0.12
2247,29Q272,George Washington Carver High School for the Scien,NYS.Private,0.07
2248,31R064,Gaynor McCown Expeditionary Learning School,NYS.Private,0.05
2249,08X295,Gateway School for Environmental Research and Tech,NYS.Private,0.03
2250,23K514,Frederick Douglass Academy VII High School,NYS.Private,0.11
2251,27Q260,Frederick Douglass Academy VI High School,NYS.Private,0.01
2252,16K393,Frederick Douglass Academy IV Secondary School,NYS.Private,0.16
2253,09X517,Frederick Douglass Academy III Secondary School,NYS.Private,0.05
2254,03M860,Frederick Douglass Academy II Secondary School,NYS.Private,0.05
2255,05M499,Frederick Douglass Academy,NYS.Private,0.05
2256,20K505,Franklin Delano Roosevelt High School,NYS.Private,0.03
2257,30Q501,Frank Sinatra School of the Arts High School,NYS.Private,0.20
2258,03M417,FRANK McCOURT HIGH SCHOOL,NYS.Private,NA
2259,26Q430,Francis Lewis High School,NYS.Private,0.12
2260,14K632,Frances Perkins Academy,NYS.Private,0.03
2261,14K322,Foundations Academy,NYS.Private,0.07
2262,20K490,Fort Hamilton High School,NYS.Private,0.09
2263,28Q440,Forest Hills High School,NYS.Private,0.14
2264,07X520,Foreign Language Academy of Global Studies,NYS.Private,0.06
2265,10X438,Fordham Leadership Academy for Business and Techno,NYS.Private,0.03
2266,10X437,Fordham High School for the Arts,NYS.Private,0.13
2267,02M288,Food and Finance High School,NYS.Private,0.06
2268,25Q263,Flushing International High School,NYS.Private,0.01
2269,25Q460,Flushing High School,NYS.Private,0.02
2270,03M485,Fiorello H. LaGuardia High School of Music & Art a,NYS.Private,0.21
2271,08X519,Felisa Rincon de Gautier Institute for Law and Pub,NYS.Private,0.09
2272,19K502,FDNY High School for Fire and Life Safety,NYS.Private,0.01
2273,12X682,Fannie Lou Hamer Freedom High School,NYS.Private,0.07
2274,02M303,"Facing History School, The",NYS.Private,0.05
2275,12X251,Explorations Academy,NYS.Private,0.11
2276,21K572,Expeditionary Learning School for Community Leader,NYS.Private,0.08
2277,09X250,Eximius College Preparatory Academy: A College Boa,NYS.Private,0.09
2278,29Q265,Excelsior Preparatory High School,NYS.Private,0.07
2279,84K593,Excellence Boys Charter School,NYS.Private,NA
2280,02M294,Essex Street Academy,NYS.Private,0.08
2281,04M372,ESPERANZA PREPARATORY ACADEMY,NYS.Private,NA
2282,27Q314,Epic High School - South,NYS.Private,NA
2283,27Q334,Epic High School - North,NYS.Private,NA
2284,30Q258,Energy Tech High School,NYS.Private,NA
2285,02M416,Eleanor Roosevelt High School,NYS.Private,0.13
2286,14K685,El Puente Academy for Peace and Justice,NYS.Private,0.10
2287,21K525,Edward R. Murrow High School,NYS.Private,0.11
2288,32K545,EBC High School for Public Service - Bushwick,NYS.Private,0.05
2289,25Q281,East-West School of International Studies,NYS.Private,0.23
2290,01M450,East Side Community School,NYS.Private,0.24
2291,19K409,East New York Family Academy,NYS.Private,0.05
2292,12X271,East Bronx Academy for the Future,NYS.Private,0.08
2293,29Q327,Eagle Academy for Young Men III,NYS.Private,NA
2294,23K644,Eagle Academy for Young Men II,NYS.Private,NA
2295,09X231,Eagle Academy for Young Men,NYS.Private,0.15
2296,09X329,DreamYard Preparatory School,NYS.Private,0.04
2297,13K265,Dr. Susan S. McKinney Secondary School of the Arts,NYS.Private,0.05
2298,84X482,Dr. Richard Izquierdo Health and Science Charter S,NYS.Private,NA
2299,10X549,Discovery High School,NYS.Private,0.09
2300,10X440,DeWitt Clinton High School,NYS.Private,0.05
2301,84M481,Democracy Prep Harlem Charter School,NYS.Private,NA
2302,84M350,Democracy Prep Charter School,NYS.Private,0.14
2303,19K659,Cypress Hills Collegiate Preparatory School,NYS.Private,0.05
2304,31R450,Curtis High School,NYS.Private,0.07
2305,18K629,Cultural Academy for the Arts and Sciences,NYS.Private,0.06
2306,31R047,CSI High School for International Studies,NYS.Private,0.13
2307,10X524,Crotona International High School,NYS.Private,NA
2308,84K744,Coney Island Preparatory Public Charter School,NYS.Private,NA
2309,09X327,Comprehensive Model School Project M.S. 327,NYS.Private,NA
2310,07X427,Community School for Social Justice,NYS.Private,0.11
2311,06M346,Community Health Academy of the Heights,NYS.Private,0.07
2312,05M362,Columbia Secondary School,NYS.Private,NA
2313,11X288,Collegiate Institute for Math and Science,NYS.Private,0.14
2314,15K519,Cobble Hill School of American Studies,NYS.Private,0.11
2315,04M409,Coalition School for Social Change,NYS.Private,0.08
2316,09X564,Claremont International HS,NYS.Private,NA
2317,17K600,Clara Barton High School,NYS.Private,0.07
2318,24Q293,Civic Leadership Academy,NYS.Private,0.13
2319,13K674,"City Polytechnic High School of Engineering, Archi",NYS.Private,0.06
2320,06M293,City College Academy of the Arts,NYS.Private,0.20
2321,05M469,Choir Academy of Harlem,NYS.Private,0.13
2322,02M615,Chelsea Career and Technical Education High School,NYS.Private,0.01
2323,27Q262,Channel View School for Research,NYS.Private,0.08
2324,04M555,Central Park East High School,NYS.Private,0.09
2325,10X442,"Celia Cruz Bronx High School of Music, The",NYS.Private,0.13
2326,29Q326,Cambria Heights Academy,NYS.Private,NA
2327,29Q496,"Business, Computer Applications & Entrepreneurship",NYS.Private,0.02
2328,26Q315,Business Technology Early College High School,NYS.Private,NA
2329,02M393,BUSINESS OF SPORTS SCHOOL,NYS.Private,0.10
2330,32K549,Bushwick School for Social Justice,NYS.Private,0.04
2331,32K556,Bushwick Leaders High School for Academic Excellen,NYS.Private,0.07
2332,84K710,Brownsville Collegiate Charter School,NYS.Private,NA
